chrom	start	end	chrom2	start2	end2	count	resolution
chr8	127400000	127410000	chr8	127840000	127850000	1	10000
chr8	127400000	127410000	chr8	127850000	127860000	1	10000
chr8	127400000	127410000	chr8	127860000	127870000	1	10000
chr8	127400000	127410000	chr8	127870000	127880000	1	10000
chr8	127400000	127410000	chr8	127880000	127890000	1	10000
chr8	127400000	127410000	chr8	127890000	127900000	1	10000
chr8	127400000	127410000	chr8	127900000	127910000	1	10000
chr8	127400000	127410000	chr8	127910000	127920000	1	10000
chr8	127400000	127410000	chr8	127920000	127930000	1	10000
chr8	127400000	127410000	chr8	127930000	127940000	1	10000
chr8	127400000	127410000	chr8	127940000	127950000	1	10000
chr8	127400000	127410000	chr8	127950000	127960000	1	10000
chr8	127400000	127410000	chr8	127960000	127970000	1	10000
chr8	127400000	127410000	chr8	127970000	127980000	1	10000
chr8	127400000	127410000	chr8	127980000	127990000	1	10000
chr8	127400000	127410000	chr8	127990000	128000000	1	10000
chr8	127400000	127410000	chr8	128000000	128010000	1	10000
chr8	127400000	127410000	chr8	128010000	128020000	1	10000
chr8	127400000	127410000	chr8	128020000	128030000	1	10000
chr8	127400000	127410000	chr8	128030000	128040000	1	10000
chr8	127400000	127410000	chr8	128040000	128050000	1	10000
chr8	127400000	127410000	chr8	128090000	128100000	1	10000
chr8	127400000	127410000	chr8	128130000	128140000	1	10000
chr8	127410000	127420000	chr8	127410000	127420000	893	10000
chr8	127410000	127420000	chr8	127420000	127430000	266	10000
chr8	127410000	127420000	chr8	127430000	127440000	172	10000
chr8	127410000	127420000	chr8	127440000	127450000	110	10000
chr8	127410000	127420000	chr8	127450000	127460000	68	10000
chr8	127410000	127420000	chr8	127460000	127470000	52	10000
chr8	127410000	127420000	chr8	127470000	127480000	48	10000
chr8	127410000	127420000	chr8	127480000	127490000	30	10000
chr8	127410000	127420000	chr8	127490000	127500000	25	10000
chr8	127410000	127420000	chr8	127500000	127510000	20	10000
chr8	127410000	127420000	chr8	127510000	127520000	8	10000
chr8	127410000	127420000	chr8	127520000	127530000	6	10000
chr8	127410000	127420000	chr8	127530000	127540000	6	10000
chr8	127410000	127420000	chr8	127540000	127550000	6	10000
chr8	127410000	127420000	chr8	127550000	127560000	6	10000
chr8	127410000	127420000	chr8	127560000	127570000	5	10000
chr8	127410000	127420000	chr8	127570000	127580000	5	10000
chr8	127410000	127420000	chr8	127580000	127590000	4	10000
chr8	127410000	127420000	chr8	127590000	127600000	4	10000
chr8	127410000	127420000	chr8	127600000	127610000	4	10000
chr8	127410000	127420000	chr8	127610000	127620000	3	10000
chr8	127410000	127420000	chr8	127620000	127630000	3	10000
chr8	127410000	127420000	chr8	127630000	127640000	3	10000
chr8	127410000	127420000	chr8	127640000	127650000	3	10000
chr8	127410000	127420000	chr8	127650000	127660000	2	10000
chr8	127410000	127420000	chr8	127660000	127670000	2	10000
chr8	127410000	127420000	chr8	127670000	127680000	2	10000
chr8	127410000	127420000	chr8	127680000	127690000	2	10000
chr8	127410000	127420000	chr8	127690000	127700000	2	10000
chr8	127410000	127420000	chr8	127700000	127710000	2	10000
chr8	127410000	127420000	chr8	127710000	127720000	2	10000
chr8	127410000	127420000	chr8	127720000	127730000	2	10000
chr8	127410000	127420000	chr8	127730000	127740000	1	10000
chr8	127410000	127420000	chr8	127740000	127750000	2	10000
chr8	127410000	127420000	chr8	127750000	127760000	1	10000
chr8	127410000	127420000	chr8	127760000	127770000	1	10000
chr8	127410000	127420000	chr8	127770000	127780000	1	10000
chr8	127410000	127420000	chr8	127780000	127790000	1	10000
chr8	127410000	127420000	chr8	127790000	127800000	1	10000
chr8	127410000	127420000	chr8	127800000	127810000	1	10000
chr8	127410000	127420000	chr8	127810000	127820000	1	10000
chr8	127410000	127420000	chr8	127820000	127830000	1	10000
chr8	127410000	127420000	chr8	127830000	127840000	1	10000
chr8	127410000	127420000	chr8	127840000	127850000	1	10000
chr8	127410000	127420000	chr8	127850000	127860000	1	10000
chr8	127410000	127420000	chr8	127860000	127870000	1	10000
chr8	127410000	127420000	chr8	127870000	127880000	1	10000
chr8	127410000	127420000	chr8	127880000	127890000	1	10000
chr8	127410000	127420000	chr8	127890000	127900000	1	10000
chr8	127410000	127420000	chr8	127900000	127910000	1	10000
chr8	127410000	127420000	chr8	127910000	127920000	1	10000
chr8	127410000	127420000	chr8	127920000	127930000	1	10000
chr8	127410000	127420000	chr8	127930000	127940000	1	10000
chr8	127410000	127420000	chr8	127940000	127950000	1	10000
chr8	127410000	127420000	chr8	127950000	127960000	1	10000
chr8	127410000	127420000	chr8	127960000	127970000	1	10000
chr8	127410000	127420000	chr8	127970000	127980000	1	10000
chr8	127410000	127420000	chr8	127980000	127990000	1	10000
chr8	127410000	127420000	chr8	127990000	128000000	1	10000
chr8	127410000	127420000	chr8	128000000	128010000	1	10000
chr8	127410000	127420000	chr8	128010000	128020000	1	10000
chr8	127410000	127420000	chr8	128020000	128030000	1	10000
chr8	127410000	127420000	chr8	128030000	128040000	1	10000
chr8	127410000	127420000	chr8	128040000	128050000	1	10000
chr8	127410000	127420000	chr8	128050000	128060000	1	10000
chr8	127410000	127420000	chr8	128060000	128070000	1	10000
chr8	127410000	127420000	chr8	128070000	128080000	1	10000
chr8	127410000	127420000	chr8	128080000	128090000	1	10000
chr8	127410000	127420000	chr8	128090000	128100000	1	10000
chr8	127410000	127420000	chr8	128120000	128130000	1	10000
chr8	127410000	127420000	chr8	128140000	128150000	1	10000
chr8	127420000	127430000	chr8	127420000	127430000	719	10000
chr8	127420000	127430000	chr8	127430000	127440000	280	10000
chr8	127420000	127430000	chr8	127440000	127450000	116	10000
chr8	127420000	127430000	chr8	127450000	127460000	100	10000
chr8	127420000	127430000	chr8	127460000	127470000	80	10000
chr8	127420000	127430000	chr8	127470000	127480000	45	10000
chr8	127420000	127430000	chr8	127480000	127490000	40	10000
chr8	127420000	127430000	chr8	127490000	127500000	36	10000
chr8	127420000	127430000	chr8	127500000	127510000	25	10000
chr8	127420000	127430000	chr8	127510000	127520000	9	10000
chr8	127420000	127430000	chr8	127520000	127530000	9	10000
chr8	127420000	127430000	chr8	127530000	127540000	6	10000
chr8	127420000	127430000	chr8	127540000	127550000	6	10000
chr8	127420000	127430000	chr8	127550000	127560000	6	10000
chr8	127420000	127430000	chr8	127560000	127570000	6	10000
chr8	127420000	127430000	chr8	127570000	127580000	4	10000
chr8	127420000	127430000	chr8	127580000	127590000	4	10000
chr8	127420000	127430000	chr8	127590000	127600000	4	10000
chr8	127420000	127430000	chr8	127600000	127610000	4	10000
chr8	127420000	127430000	chr8	127610000	127620000	3	10000
chr8	127420000	127430000	chr8	127620000	127630000	3	10000
chr8	127420000	127430000	chr8	127630000	127640000	3	10000
chr8	127420000	127430000	chr8	127640000	127650000	2	10000
chr8	127420000	127430000	chr8	127650000	127660000	2	10000
chr8	127420000	127430000	chr8	127660000	127670000	3	10000
chr8	127420000	127430000	chr8	127670000	127680000	2	10000
chr8	127420000	127430000	chr8	127680000	127690000	2	10000
chr8	127420000	127430000	chr8	127690000	127700000	2	10000
chr8	127420000	127430000	chr8	127700000	127710000	2	10000
chr8	127420000	127430000	chr8	127710000	127720000	2	10000
chr8	127420000	127430000	chr8	127720000	127730000	1	10000
chr8	127420000	127430000	chr8	127730000	127740000	2	10000
chr8	127420000	127430000	chr8	127740000	127750000	2	10000
chr8	127420000	127430000	chr8	127750000	127760000	1	10000
chr8	127420000	127430000	chr8	127760000	127770000	1	10000
chr8	127420000	127430000	chr8	127770000	127780000	1	10000
chr8	127420000	127430000	chr8	127780000	127790000	1	10000
chr8	127420000	127430000	chr8	127790000	127800000	1	10000
chr8	127420000	127430000	chr8	127800000	127810000	1	10000
chr8	127420000	127430000	chr8	127810000	127820000	1	10000
chr8	127420000	127430000	chr8	127820000	127830000	1	10000
chr8	127420000	127430000	chr8	127830000	127840000	1	10000
chr8	127420000	127430000	chr8	127840000	127850000	1	10000
chr8	127420000	127430000	chr8	127850000	127860000	1	10000
chr8	127420000	127430000	chr8	127860000	127870000	1	10000
chr8	127420000	127430000	chr8	127870000	127880000	1	10000
chr8	127420000	127430000	chr8	127880000	127890000	1	10000
chr8	127420000	127430000	chr8	127890000	127900000	1	10000
chr8	127420000	127430000	chr8	127900000	127910000	1	10000
chr8	127420000	127430000	chr8	127910000	127920000	1	10000
chr8	127420000	127430000	chr8	127920000	127930000	1	10000
chr8	127420000	127430000	chr8	127930000	127940000	1	10000
chr8	127420000	127430000	chr8	127940000	127950000	1	10000
chr8	127420000	127430000	chr8	127950000	127960000	1	10000
chr8	127420000	127430000	chr8	127960000	127970000	1	10000
chr8	127420000	127430000	chr8	127970000	127980000	1	10000
chr8	127420000	127430000	chr8	127980000	127990000	1	10000
chr8	127420000	127430000	chr8	127990000	128000000	1	10000
chr8	127420000	127430000	chr8	128000000	128010000	1	10000
chr8	127420000	127430000	chr8	128010000	128020000	1	10000
chr8	127420000	127430000	chr8	128020000	128030000	1	10000
chr8	127420000	127430000	chr8	128030000	128040000	1	10000
chr8	127420000	127430000	chr8	128040000	128050000	1	10000
chr8	127420000	127430000	chr8	128050000	128060000	1	10000
chr8	127420000	127430000	chr8	128060000	128070000	1	10000
chr8	127420000	127430000	chr8	128070000	128080000	1	10000
chr8	127420000	127430000	chr8	128080000	128090000	1	10000
chr8	127420000	127430000	chr8	128090000	128100000	1	10000
chr8	127420000	127430000	chr8	128140000	128150000	1	10000
chr8	127420000	127430000	chr8	128180000	128190000	1	10000
chr8	127430000	127440000	chr8	127430000	127440000	805	10000
chr8	127430000	127440000	chr8	127440000	127450000	270	10000
chr8	127430000	127440000	chr8	127450000	127460000	125	10000
chr8	127430000	127440000	chr8	127460000	127470000	90	10000
chr8	127430000	127440000	chr8	127470000	127480000	57	10000
chr8	127430000	127440000	chr8	127480000	127490000	47	10000
chr8	127430000	127440000	chr8	127490000	127500000	42	10000
chr8	127430000	127440000	chr8	127500000	127510000	27	10000
chr8	127430000	127440000	chr8	127510000	127520000	13	10000
chr8	127430000	127440000	chr8	127520000	127530000	10	10000
chr8	127430000	127440000	chr8	127530000	127540000	10	10000
chr8	127430000	127440000	chr8	127540000	127550000	9	10000
chr8	127430000	127440000	chr8	127550000	127560000	7	10000
chr8	127430000	127440000	chr8	127560000	127570000	5	10000
chr8	127430000	127440000	chr8	127570000	127580000	4	10000
chr8	127430000	127440000	chr8	127580000	127590000	5	10000
chr8	127430000	127440000	chr8	127590000	127600000	5	10000
chr8	127430000	127440000	chr8	127600000	127610000	3	10000
chr8	127430000	127440000	chr8	127610000	127620000	4	10000
chr8	127430000	127440000	chr8	127620000	127630000	3	10000
chr8	127430000	127440000	chr8	127630000	127640000	3	10000
chr8	127430000	127440000	chr8	127640000	127650000	3	10000
chr8	127430000	127440000	chr8	127650000	127660000	3	10000
chr8	127430000	127440000	chr8	127660000	127670000	3	10000
chr8	127430000	127440000	chr8	127670000	127680000	3	10000
chr8	127430000	127440000	chr8	127680000	127690000	2	10000
chr8	127430000	127440000	chr8	127690000	127700000	2	10000
chr8	127430000	127440000	chr8	127700000	127710000	2	10000
chr8	127430000	127440000	chr8	127710000	127720000	2	10000
chr8	127430000	127440000	chr8	127720000	127730000	2	10000
chr8	127430000	127440000	chr8	127730000	127740000	2	10000
chr8	127430000	127440000	chr8	127740000	127750000	2	10000
chr8	127430000	127440000	chr8	127750000	127760000	2	10000
chr8	127430000	127440000	chr8	127760000	127770000	2	10000
chr8	127430000	127440000	chr8	127770000	127780000	2	10000
chr8	127430000	127440000	chr8	127780000	127790000	2	10000
chr8	127430000	127440000	chr8	127790000	127800000	2	10000
chr8	127430000	127440000	chr8	127800000	127810000	1	10000
chr8	127430000	127440000	chr8	127810000	127820000	1	10000
chr8	127430000	127440000	chr8	127820000	127830000	1	10000
chr8	127430000	127440000	chr8	127830000	127840000	1	10000
chr8	127430000	127440000	chr8	127840000	127850000	1	10000
chr8	127430000	127440000	chr8	127850000	127860000	1	10000
chr8	127430000	127440000	chr8	127860000	127870000	1	10000
chr8	127430000	127440000	chr8	127870000	127880000	1	10000
chr8	127430000	127440000	chr8	127880000	127890000	1	10000
chr8	127430000	127440000	chr8	127890000	127900000	1	10000
chr8	127430000	127440000	chr8	127900000	127910000	1	10000
chr8	127430000	127440000	chr8	127910000	127920000	1	10000
chr8	127430000	127440000	chr8	127920000	127930000	1	10000
chr8	127430000	127440000	chr8	127930000	127940000	1	10000
chr8	127430000	127440000	chr8	127940000	127950000	1	10000
chr8	127430000	127440000	chr8	127950000	127960000	1	10000
chr8	127430000	127440000	chr8	127960000	127970000	1	10000
chr8	127430000	127440000	chr8	127970000	127980000	1	10000
chr8	127430000	127440000	chr8	127980000	127990000	1	10000
chr8	127430000	127440000	chr8	127990000	128000000	1	10000
chr8	127430000	127440000	chr8	128000000	128010000	1	10000
chr8	127430000	127440000	chr8	128010000	128020000	1	10000
chr8	127430000	127440000	chr8	128020000	128030000	1	10000
chr8	127430000	127440000	chr8	128030000	128040000	1	10000
chr8	127430000	127440000	chr8	128040000	128050000	1	10000
chr8	127430000	127440000	chr8	128050000	128060000	1	10000
chr8	127430000	127440000	chr8	128060000	128070000	1	10000
chr8	127430000	127440000	chr8	128070000	128080000	1	10000
chr8	127430000	127440000	chr8	128080000	128090000	1	10000
chr8	127430000	127440000	chr8	128090000	128100000	1	10000
chr8	127430000	127440000	chr8	128100000	128110000	1	10000
chr8	127430000	127440000	chr8	128110000	128120000	1	10000
chr8	127430000	127440000	chr8	128130000	128140000	1	10000
chr8	127430000	127440000	chr8	128140000	128150000	1	10000
chr8	127440000	127450000	chr8	127440000	127450000	732	10000
chr8	127440000	127450000	chr8	127450000	127460000	280	10000
chr8	127440000	127450000	chr8	127460000	127470000	160	10000
chr8	127440000	127450000	chr8	127470000	127480000	88	10000
chr8	127440000	127450000	chr8	127480000	127490000	74	10000
chr8	127440000	127450000	chr8	127490000	127500000	58	10000
chr8	127440000	127450000	chr8	127500000	127510000	47	10000
chr8	127440000	127450000	chr8	127510000	127520000	14	10000
chr8	127440000	127450000	chr8	127520000	127530000	12	10000
chr8	127440000	127450000	chr8	127530000	127540000	9	10000
chr8	127440000	127450000	chr8	127540000	127550000	8	10000
chr8	127440000	127450000	chr8	127550000	127560000	8	10000
chr8	127440000	127450000	chr8	127560000	127570000	7	10000
chr8	127440000	127450000	chr8	127570000	127580000	7	10000
chr8	127440000	127450000	chr8	127580000	127590000	6	10000
chr8	127440000	127450000	chr8	127590000	127600000	5	10000
chr8	127440000	127450000	chr8	127600000	127610000	4	10000
chr8	127440000	127450000	chr8	127610000	127620000	4	10000
chr8	127440000	127450000	chr8	127620000	127630000	4	10000
chr8	127440000	127450000	chr8	127630000	127640000	3	10000
chr8	127440000	127450000	chr8	127640000	127650000	3	10000
chr8	127440000	127450000	chr8	127650000	127660000	3	10000
chr8	127440000	127450000	chr8	127660000	127670000	3	10000
chr8	127440000	127450000	chr8	127670000	127680000	3	10000
chr8	127440000	127450000	chr8	127680000	127690000	3	10000
chr8	127440000	127450000	chr8	127690000	127700000	2	10000
chr8	127440000	127450000	chr8	127700000	127710000	2	10000
chr8	127440000	127450000	chr8	127710000	127720000	2	10000
chr8	127440000	127450000	chr8	127720000	127730000	2	10000
chr8	127440000	127450000	chr8	127730000	127740000	2	10000
chr8	127440000	127450000	chr8	127740000	127750000	2	10000
chr8	127440000	127450000	chr8	127750000	127760000	1	10000
chr8	127440000	127450000	chr8	127760000	127770000	2	10000
chr8	127440000	127450000	chr8	127770000	127780000	2	10000
chr8	127440000	127450000	chr8	127780000	127790000	1	10000
chr8	127440000	127450000	chr8	127790000	127800000	2	10000
chr8	127440000	127450000	chr8	127800000	127810000	2	10000
chr8	127440000	127450000	chr8	127810000	127820000	1	10000
chr8	127440000	127450000	chr8	127820000	127830000	1	10000
chr8	127440000	127450000	chr8	127830000	127840000	1	10000
chr8	127440000	127450000	chr8	127840000	127850000	1	10000
chr8	127440000	127450000	chr8	127850000	127860000	1	10000
chr8	127440000	127450000	chr8	127860000	127870000	1	10000
chr8	127440000	127450000	chr8	127870000	127880000	1	10000
chr8	127440000	127450000	chr8	127880000	127890000	1	10000
chr8	127440000	127450000	chr8	127890000	127900000	1	10000
chr8	127440000	127450000	chr8	127900000	127910000	1	10000
chr8	127440000	127450000	chr8	127910000	127920000	1	10000
chr8	127440000	127450000	chr8	127920000	127930000	1	10000
chr8	127440000	127450000	chr8	127930000	127940000	1	10000
chr8	127440000	127450000	chr8	127940000	127950000	1	10000
chr8	127440000	127450000	chr8	127950000	127960000	1	10000
chr8	127440000	127450000	chr8	127960000	127970000	1	10000
chr8	127440000	127450000	chr8	127970000	127980000	1	10000
chr8	127440000	127450000	chr8	127980000	127990000	1	10000
chr8	127440000	127450000	chr8	127990000	128000000	1	10000
chr8	127440000	127450000	chr8	128000000	128010000	1	10000
chr8	127440000	127450000	chr8	128010000	128020000	1	10000
chr8	127440000	127450000	chr8	128020000	128030000	1	10000
chr8	127440000	127450000	chr8	128030000	128040000	1	10000
chr8	127440000	127450000	chr8	128040000	128050000	1	10000
chr8	127440000	127450000	chr8	128050000	128060000	1	10000
chr8	127440000	127450000	chr8	128070000	128080000	1	10000
chr8	127440000	127450000	chr8	128080000	128090000	1	10000
chr8	127440000	127450000	chr8	128090000	128100000	1	10000
chr8	127440000	127450000	chr8	128100000	128110000	1	10000
chr8	127440000	127450000	chr8	128110000	128120000	1	10000
chr8	127440000	127450000	chr8	128130000	128140000	1	10000
chr8	127440000	127450000	chr8	128140000	128150000	1	10000
chr8	127440000	127450000	chr8	128150000	128160000	1	10000
chr8	127440000	127450000	chr8	128170000	128180000	1	10000
chr8	127440000	127450000	chr8	128180000	128190000	1	10000
chr8	127440000	127450000	chr8	128190000	128200000	1	10000
chr8	127440000	127450000	chr8	128210000	128220000	1	10000
chr8	127450000	127460000	chr8	127450000	127460000	721	10000
chr8	127450000	127460000	chr8	127460000	127470000	267	10000
chr8	127450000	127460000	chr8	127470000	127480000	161	10000
chr8	127450000	127460000	chr8	127480000	127490000	82	10000
chr8	127450000	127460000	chr8	127490000	127500000	76	10000
chr8	127450000	127460000	chr8	127500000	127510000	49	10000
chr8	127450000	127460000	chr8	127510000	127520000	19	10000
chr8	127450000	127460000	chr8	127520000	127530000	13	10000
chr8	127450000	127460000	chr8	127530000	127540000	13	10000
chr8	127450000	127460000	chr8	127540000	127550000	11	10000
chr8	127450000	127460000	chr8	127550000	127560000	7	10000
chr8	127450000	127460000	chr8	127560000	127570000	9	10000
chr8	127450000	127460000	chr8	127570000	127580000	6	10000
chr8	127450000	127460000	chr8	127580000	127590000	6	10000
chr8	127450000	127460000	chr8	127590000	127600000	5	10000
chr8	127450000	127460000	chr8	127600000	127610000	6	10000
chr8	127450000	127460000	chr8	127610000	127620000	3	10000
chr8	127450000	127460000	chr8	127620000	127630000	4	10000
chr8	127450000	127460000	chr8	127630000	127640000	3	10000
chr8	127450000	127460000	chr8	127640000	127650000	4	10000
chr8	127450000	127460000	chr8	127650000	127660000	3	10000
chr8	127450000	127460000	chr8	127660000	127670000	3	10000
chr8	127450000	127460000	chr8	127670000	127680000	2	10000
chr8	127450000	127460000	chr8	127680000	127690000	2	10000
chr8	127450000	127460000	chr8	127690000	127700000	3	10000
chr8	127450000	127460000	chr8	127700000	127710000	3	10000
chr8	127450000	127460000	chr8	127710000	127720000	3	10000
chr8	127450000	127460000	chr8	127720000	127730000	2	10000
chr8	127450000	127460000	chr8	127730000	127740000	2	10000
chr8	127450000	127460000	chr8	127740000	127750000	2	10000
chr8	127450000	127460000	chr8	127750000	127760000	2	10000
chr8	127450000	127460000	chr8	127760000	127770000	1	10000
chr8	127450000	127460000	chr8	127770000	127780000	1	10000
chr8	127450000	127460000	chr8	127780000	127790000	1	10000
chr8	127450000	127460000	chr8	127790000	127800000	2	10000
chr8	127450000	127460000	chr8	127800000	127810000	1	10000
chr8	127450000	127460000	chr8	127810000	127820000	1	10000
chr8	127450000	127460000	chr8	127820000	127830000	1	10000
chr8	127450000	127460000	chr8	127830000	127840000	1	10000
chr8	127450000	127460000	chr8	127840000	127850000	1	10000
chr8	127450000	127460000	chr8	127850000	127860000	1	10000
chr8	127450000	127460000	chr8	127860000	127870000	1	10000
chr8	127450000	127460000	chr8	127870000	127880000	1	10000
chr8	127450000	127460000	chr8	127880000	127890000	1	10000
chr8	127450000	127460000	chr8	127890000	127900000	1	10000
chr8	127450000	127460000	chr8	127900000	127910000	1	10000
chr8	127450000	127460000	chr8	127910000	127920000	1	10000
chr8	127450000	127460000	chr8	127920000	127930000	1	10000
chr8	127450000	127460000	chr8	127930000	127940000	1	10000
chr8	127450000	127460000	chr8	127940000	127950000	1	10000
chr8	127450000	127460000	chr8	127950000	127960000	1	10000
chr8	127450000	127460000	chr8	127960000	127970000	1	10000
chr8	127450000	127460000	chr8	127970000	127980000	1	10000
chr8	127450000	127460000	chr8	127980000	127990000	1	10000
chr8	127450000	127460000	chr8	127990000	128000000	1	10000
chr8	127450000	127460000	chr8	128000000	128010000	1	10000
chr8	127450000	127460000	chr8	128010000	128020000	1	10000
chr8	127450000	127460000	chr8	128020000	128030000	1	10000
chr8	127450000	127460000	chr8	128030000	128040000	1	10000
chr8	127450000	127460000	chr8	128040000	128050000	1	10000
chr8	127450000	127460000	chr8	128050000	128060000	1	10000
chr8	127450000	127460000	chr8	128060000	128070000	1	10000
chr8	127450000	127460000	chr8	128070000	128080000	1	10000
chr8	127450000	127460000	chr8	128080000	128090000	1	10000
chr8	127450000	127460000	chr8	128090000	128100000	1	10000
chr8	127450000	127460000	chr8	128100000	128110000	1	10000
chr8	127450000	127460000	chr8	128110000	128120000	1	10000
chr8	127450000	127460000	chr8	128120000	128130000	1	10000
chr8	127450000	127460000	chr8	128130000	128140000	1	10000
chr8	127450000	127460000	chr8	128160000	128170000	1	10000
chr8	127460000	127470000	chr8	127460000	127470000	836	10000
chr8	127460000	127470000	chr8	127470000	127480000	248	10000
chr8	127460000	127470000	chr8	127480000	127490000	140	10000
chr8	127460000	127470000	chr8	127490000	127500000	84	10000
chr8	127460000	127470000	chr8	127500000	127510000	77	10000
chr8	127460000	127470000	chr8	127510000	127520000	18	10000
chr8	127460000	127470000	chr8	127520000	127530000	18	10000
chr8	127460000	127470000	chr8	127530000	127540000	16	10000
chr8	127460000	127470000	chr8	127540000	127550000	9	10000
chr8	127460000	127470000	chr8	127550000	127560000	11	10000
chr8	127460000	127470000	chr8	127560000	127570000	9	10000
chr8	127460000	127470000	chr8	127570000	127580000	7	10000
chr8	127460000	127470000	chr8	127580000	127590000	5	10000
chr8	127460000	127470000	chr8	127590000	127600000	5	10000
chr8	127460000	127470000	chr8	127600000	127610000	6	10000
chr8	127460000	127470000	chr8	127610000	127620000	4	10000
chr8	127460000	127470000	chr8	127620000	127630000	3	10000
chr8	127460000	127470000	chr8	127630000	127640000	4	10000
chr8	127460000	127470000	chr8	127640000	127650000	3	10000
chr8	127460000	127470000	chr8	127650000	127660000	3	10000
chr8	127460000	127470000	chr8	127660000	127670000	4	10000
chr8	127460000	127470000	chr8	127670000	127680000	3	10000
chr8	127460000	127470000	chr8	127680000	127690000	3	10000
chr8	127460000	127470000	chr8	127690000	127700000	3	10000
chr8	127460000	127470000	chr8	127700000	127710000	3	10000
chr8	127460000	127470000	chr8	127710000	127720000	2	10000
chr8	127460000	127470000	chr8	127720000	127730000	2	10000
chr8	127460000	127470000	chr8	127730000	127740000	2	10000
chr8	127460000	127470000	chr8	127740000	127750000	2	10000
chr8	127460000	127470000	chr8	127750000	127760000	2	10000
chr8	127460000	127470000	chr8	127760000	127770000	2	10000
chr8	127460000	127470000	chr8	127770000	127780000	1	10000
chr8	127460000	127470000	chr8	127780000	127790000	2	10000
chr8	127460000	127470000	chr8	127790000	127800000	1	10000
chr8	127460000	127470000	chr8	127800000	127810000	1	10000
chr8	127460000	127470000	chr8	127810000	127820000	1	10000
chr8	127460000	127470000	chr8	127820000	127830000	1	10000
chr8	127460000	127470000	chr8	127830000	127840000	1	10000
chr8	127460000	127470000	chr8	127840000	127850000	1	10000
chr8	127460000	127470000	chr8	127850000	127860000	1	10000
chr8	127460000	127470000	chr8	127860000	127870000	1	10000
chr8	127460000	127470000	chr8	127870000	127880000	1	10000
chr8	127460000	127470000	chr8	127880000	127890000	1	10000
chr8	127460000	127470000	chr8	127890000	127900000	1	10000
chr8	127460000	127470000	chr8	127900000	127910000	1	10000
chr8	127460000	127470000	chr8	127910000	127920000	1	10000
chr8	127460000	127470000	chr8	127920000	127930000	1	10000
chr8	127460000	127470000	chr8	127930000	127940000	1	10000
chr8	127460000	127470000	chr8	127940000	127950000	1	10000
chr8	127460000	127470000	chr8	127950000	127960000	1	10000
chr8	127460000	127470000	chr8	127960000	127970000	1	10000
chr8	127460000	127470000	chr8	127970000	127980000	1	10000
chr8	127460000	127470000	chr8	127980000	127990000	1	10000
chr8	127460000	127470000	chr8	127990000	128000000	1	10000
chr8	127460000	127470000	chr8	128000000	128010000	1	10000
chr8	127460000	127470000	chr8	128010000	128020000	1	10000
chr8	127460000	127470000	chr8	128020000	128030000	1	10000
chr8	127460000	127470000	chr8	128030000	128040000	1	10000
chr8	127460000	127470000	chr8	128040000	128050000	1	10000
chr8	127460000	127470000	chr8	128050000	128060000	1	10000
chr8	127460000	127470000	chr8	128060000	128070000	1	10000
chr8	127460000	127470000	chr8	128070000	128080000	1	10000
chr8	127460000	127470000	chr8	128080000	128090000	1	10000
chr8	127460000	127470000	chr8	128090000	128100000	1	10000
chr8	127460000	127470000	chr8	128100000	128110000	1	10000
chr8	127460000	127470000	chr8	128150000	128160000	1	10000
chr8	127460000	127470000	chr8	128170000	128180000	1	10000
chr8	127460000	127470000	chr8	128180000	128190000	1	10000
chr8	127460000	127470000	chr8	128210000	128220000	1	10000
chr8	127470000	127480000	chr8	127470000	127480000	676	10000
chr8	127470000	127480000	chr8	127480000	127490000	250	10000
chr8	127470000	127480000	chr8	127490000	127500000	124	10000
chr8	127470000	127480000	chr8	127500000	127510000	98	10000
chr8	127470000	127480000	chr8	127510000	127520000	24	10000
chr8	127470000	127480000	chr8	127520000	127530000	19	10000
chr8	127470000	127480000	chr8	127530000	127540000	19	10000
chr8	127470000	127480000	chr8	127540000	127550000	15	10000
chr8	127470000	127480000	chr8	127550000	127560000	10	10000
chr8	127470000	127480000	chr8	127560000	127570000	8	10000
chr8	127470000	127480000	chr8	127570000	127580000	10	10000
chr8	127470000	127480000	chr8	127580000	127590000	7	10000
chr8	127470000	127480000	chr8	127590000	127600000	6	10000
chr8	127470000	127480000	chr8	127600000	127610000	5	10000
chr8	127470000	127480000	chr8	127610000	127620000	5	10000
chr8	127470000	127480000	chr8	127620000	127630000	6	10000
chr8	127470000	127480000	chr8	127630000	127640000	5	10000
chr8	127470000	127480000	chr8	127640000	127650000	4	10000
chr8	127470000	127480000	chr8	127650000	127660000	4	10000
chr8	127470000	127480000	chr8	127660000	127670000	4	10000
chr8	127470000	127480000	chr8	127670000	127680000	3	10000
chr8	127470000	127480000	chr8	127680000	127690000	3	10000
chr8	127470000	127480000	chr8	127690000	127700000	3	10000
chr8	127470000	127480000	chr8	127700000	127710000	3	10000
chr8	127470000	127480000	chr8	127710000	127720000	3	10000
chr8	127470000	127480000	chr8	127720000	127730000	2	10000
chr8	127470000	127480000	chr8	127730000	127740000	2	10000
chr8	127470000	127480000	chr8	127740000	127750000	2	10000
chr8	127470000	127480000	chr8	127750000	127760000	2	10000
chr8	127470000	127480000	chr8	127760000	127770000	2	10000
chr8	127470000	127480000	chr8	127770000	127780000	1	10000
chr8	127470000	127480000	chr8	127780000	127790000	1	10000
chr8	127470000	127480000	chr8	127790000	127800000	2	10000
