chromosome	position	end	depth	sample
chr12	6592600	6592650	8	CTRL_rep2
chr12	6592650	6592700	9	CTRL_rep2
chr12	6592700	6592750	7	CTRL_rep2
chr12	6592750	6592800	10	CTRL_rep2
chr12	6592800	6592850	8	CTRL_rep2
chr12	6592850	6592900	8	CTRL_rep2
chr12	6592900	6592950	8	CTRL_rep2
chr12	6592950	6593000	8	CTRL_rep2
chr12	6593000	6593050	9	CTRL_rep2
chr12	6593050	6593100	8	CTRL_rep2
chr12	6593100	6593150	6	CTRL_rep2
chr12	6593150	6593200	8	CTRL_rep2
chr12	6593200	6593250	6	CTRL_rep2
chr12	6593250	6593300	192	CTRL_rep2
chr12	6593300	6593350	264	CTRL_rep2
chr12	6593350	6593400	205	CTRL_rep2
chr12	6593400	6593450	245	CTRL_rep2
chr12	6593450	6593500	235	CTRL_rep2
chr12	6593500	6593550	10	CTRL_rep2
chr12	6593550	6593600	9	CTRL_rep2
chr12	6593600	6593650	10	CTRL_rep2
chr12	6593650	6593700	11	CTRL_rep2
chr12	6593700	6593750	9	CTRL_rep2
chr12	6593750	6593800	9	CTRL_rep2
chr12	6593800	6593850	11	CTRL_rep2
chr12	6593850	6593900	8	CTRL_rep2
chr12	6593900	6593950	10	CTRL_rep2
chr12	6593950	6594000	9	CTRL_rep2
chr12	6594000	6594050	8	CTRL_rep2
chr12	6594050	6594100	10	CTRL_rep2
chr12	6594100	6594150	8	CTRL_rep2
chr12	6594150	6594200	9	CTRL_rep2
chr12	6594200	6594250	10	CTRL_rep2
chr12	6594250	6594300	8	CTRL_rep2
chr12	6594300	6594350	209	CTRL_rep2
chr12	6594350	6594400	199	CTRL_rep2
chr12	6594400	6594450	226	CTRL_rep2
chr12	6594450	6594500	7	CTRL_rep2
chr12	6594500	6594550	8	CTRL_rep2
chr12	6594550	6594600	8	CTRL_rep2
chr12	6594600	6594650	9	CTRL_rep2
chr12	6594650	6594700	10	CTRL_rep2
chr12	6594700	6594750	9	CTRL_rep2
chr12	6594750	6594800	10	CTRL_rep2
chr12	6594800	6594850	8	CTRL_rep2
chr12	6594850	6594900	7	CTRL_rep2
chr12	6594900	6594950	9	CTRL_rep2
chr12	6594950	6595000	10	CTRL_rep2
chr12	6595000	6595050	7	CTRL_rep2
chr12	6595050	6595100	9	CTRL_rep2
chr12	6595100	6595150	11	CTRL_rep2
chr12	6595150	6595200	8	CTRL_rep2
chr12	6595200	6595250	9	CTRL_rep2
chr12	6595250	6595300	11	CTRL_rep2
chr12	6595300	6595350	10	CTRL_rep2
chr12	6595350	6595400	9	CTRL_rep2
chr12	6595400	6595450	7	CTRL_rep2
chr12	6595450	6595500	9	CTRL_rep2
chr12	6595500	6595550	7	CTRL_rep2
chr12	6595550	6595600	7	CTRL_rep2
chr12	6595600	6595650	9	CTRL_rep2
chr12	6595650	6595700	8	CTRL_rep2
chr12	6595700	6595750	9	CTRL_rep2
chr12	6595750	6595800	9	CTRL_rep2
chr12	6595800	6595850	7	CTRL_rep2
chr12	6595850	6595900	8	CTRL_rep2
chr12	6595900	6595950	9	CTRL_rep2
chr12	6595950	6596000	8	CTRL_rep2
chr12	6596000	6596050	7	CTRL_rep2
chr12	6596050	6596100	10	CTRL_rep2
chr12	6596100	6596150	6	CTRL_rep2
chr12	6596150	6596200	9	CTRL_rep2
chr12	6596200	6596250	9	CTRL_rep2
chr12	6596250	6596300	8	CTRL_rep2
chr12	6596300	6596350	8	CTRL_rep2
chr12	6596350	6596400	10	CTRL_rep2
chr12	6596400	6596450	9	CTRL_rep2
chr12	6596450	6596500	9	CTRL_rep2
chr12	6596500	6596550	9	CTRL_rep2
chr12	6596550	6596600	10	CTRL_rep2
chr12	6596600	6596650	9	CTRL_rep2
chr12	6596650	6596700	9	CTRL_rep2
chr12	6596700	6596750	9	CTRL_rep2
chr12	6596750	6596800	9	CTRL_rep2
chr12	6596800	6596850	9	CTRL_rep2
chr12	6596850	6596900	7	CTRL_rep2
chr12	6596900	6596950	10	CTRL_rep2
chr12	6596950	6597000	7	CTRL_rep2
chr12	6597000	6597050	7	CTRL_rep2
chr12	6597050	6597100	10	CTRL_rep2
chr12	6597100	6597150	8	CTRL_rep2
chr12	6597150	6597200	9	CTRL_rep2
chr12	6597200	6597250	8	CTRL_rep2
chr12	6597250	6597300	9	CTRL_rep2
chr12	6597300	6597350	8	CTRL_rep2
chr12	6597350	6597400	9	CTRL_rep2
chr12	6597400	6597450	12	CTRL_rep2
chr12	6597450	6597500	7	CTRL_rep2
chr12	6597500	6597550	9	CTRL_rep2
chr12	6597550	6597600	9	CTRL_rep2
chr12	6597600	6597650	9	CTRL_rep2
chr12	6597650	6597700	8	CTRL_rep2
chr12	6597700	6597750	10	CTRL_rep2
chr12	6597750	6597800	8	CTRL_rep2
chr12	6597800	6597850	11	CTRL_rep2
chr12	6597850	6597900	8	CTRL_rep2
chr12	6597900	6597950	9	CTRL_rep2
chr12	6597950	6598000	9	CTRL_rep2
chr12	6598000	6598050	8	CTRL_rep2
chr12	6598050	6598100	10	CTRL_rep2
chr12	6598100	6598150	8	CTRL_rep2
chr12	6598150	6598200	8	CTRL_rep2
chr12	6598200	6598250	7	CTRL_rep2
chr12	6598250	6598300	8	CTRL_rep2
chr12	6598300	6598350	12	CTRL_rep2
chr12	6598350	6598400	6	CTRL_rep2
chr12	6598400	6598450	8	CTRL_rep2
chr12	6598450	6598500	8	CTRL_rep2
chr12	6598500	6598550	7	CTRL_rep2
chr12	6598550	6598600	7	CTRL_rep2
chr12	6598600	6598650	10	CTRL_rep2
chr12	6598650	6598700	8	CTRL_rep2
chr12	6598700	6598750	9	CTRL_rep2
chr12	6598750	6598800	7	CTRL_rep2
chr12	6598800	6598850	8	CTRL_rep2
chr12	6598850	6598900	10	CTRL_rep2
chr12	6598900	6598950	6	CTRL_rep2
chr12	6598950	6599000	9	CTRL_rep2
chr12	6599000	6599050	8	CTRL_rep2
chr12	6599050	6599100	10	CTRL_rep2
chr12	6599100	6599150	9	CTRL_rep2
chr12	6599150	6599200	8	CTRL_rep2
chr12	6599200	6599250	8	CTRL_rep2
chr12	6599250	6599300	9	CTRL_rep2
chr12	6599300	6599350	10	CTRL_rep2
chr12	6599350	6599400	10	CTRL_rep2
chr12	6599400	6599450	7	CTRL_rep2
chr12	6599450	6599500	11	CTRL_rep2
chr12	6599500	6599550	9	CTRL_rep2
chr12	6599550	6599600	10	CTRL_rep2
chr12	6599600	6599650	10	CTRL_rep2
chr12	6599650	6599700	9	CTRL_rep2
chr12	6599700	6599750	11	CTRL_rep2
chr12	6599750	6599800	10	CTRL_rep2
chr12	6599800	6599850	9	CTRL_rep2
chr12	6599850	6599900	12	CTRL_rep2
chr12	6599900	6599950	10	CTRL_rep2
chr12	6599950	6600000	9	CTRL_rep2
chr12	6600000	6600050	10	CTRL_rep2
chr12	6600050	6600100	9	CTRL_rep2
chr12	6600100	6600150	9	CTRL_rep2
chr12	6600150	6600200	9	CTRL_rep2
chr12	6600200	6600250	11	CTRL_rep2
chr12	6600250	6600300	9	CTRL_rep2
chr12	6600300	6600350	8	CTRL_rep2
chr12	6600350	6600400	9	CTRL_rep2
chr12	6600400	6600450	8	CTRL_rep2
chr12	6600450	6600500	9	CTRL_rep2
chr12	6600500	6600550	10	CTRL_rep2
chr12	6600550	6600600	8	CTRL_rep2
chr12	6600600	6600650	8	CTRL_rep2
chr12	6600650	6600700	8	CTRL_rep2
chr12	6600700	6600750	8	CTRL_rep2
chr12	6600750	6600800	8	CTRL_rep2
chr12	6600800	6600850	7	CTRL_rep2
chr12	6600850	6600900	9	CTRL_rep2
chr12	6600900	6600950	9	CTRL_rep2
chr12	6600950	6601000	9	CTRL_rep2
chr12	6601000	6601050	11	CTRL_rep2
chr12	6601050	6601100	10	CTRL_rep2
chr12	6601100	6601150	10	CTRL_rep2
chr12	6601150	6601200	7	CTRL_rep2
chr12	6601200	6601250	7	CTRL_rep2
chr12	6601250	6601300	9	CTRL_rep2
chr12	6601300	6601350	8	CTRL_rep2
chr12	6601350	6601400	9	CTRL_rep2
chr12	6601400	6601450	11	CTRL_rep2
chr12	6601450	6601500	8	CTRL_rep2
chr12	6601500	6601550	9	CTRL_rep2
chr12	6601550	6601600	8	CTRL_rep2
chr12	6601600	6601650	9	CTRL_rep2
chr12	6601650	6601700	8	CTRL_rep2
chr12	6601700	6601750	8	CTRL_rep2
chr12	6601750	6601800	8	CTRL_rep2
chr12	6601800	6601850	7	CTRL_rep2
chr12	6601850	6601900	10	CTRL_rep2
chr12	6601900	6601950	9	CTRL_rep2
chr12	6601950	6602000	9	CTRL_rep2
chr12	6602000	6602050	10	CTRL_rep2
chr12	6602050	6602100	8	CTRL_rep2
chr12	6602100	6602150	9	CTRL_rep2
chr12	6602150	6602200	10	CTRL_rep2
chr12	6602200	6602250	7	CTRL_rep2
chr12	6602250	6602300	11	CTRL_rep2
chr12	6602300	6602350	7	CTRL_rep2
chr12	6602350	6602400	5	CTRL_rep2
chr12	6602400	6602450	9	CTRL_rep2
chr12	6602450	6602500	9	CTRL_rep2
chr12	6602500	6602550	9	CTRL_rep2
chr12	6602550	6602600	10	CTRL_rep2
chr12	6602600	6602650	7	CTRL_rep2
chr12	6602650	6602700	7	CTRL_rep2
chr12	6602700	6602750	10	CTRL_rep2
chr12	6602750	6602800	9	CTRL_rep2
chr12	6602800	6602850	8	CTRL_rep2
chr12	6602850	6602900	10	CTRL_rep2
chr12	6602900	6602950	7	CTRL_rep2
chr12	6602950	6603000	8	CTRL_rep2
chr12	6603000	6603050	9	CTRL_rep2
chr12	6603050	6603100	10	CTRL_rep2
chr12	6603100	6603150	10	CTRL_rep2
chr12	6603150	6603200	8	CTRL_rep2
chr12	6603200	6603250	11	CTRL_rep2
chr12	6603250	6603300	8	CTRL_rep2
chr12	6603300	6603350	9	CTRL_rep2
chr12	6603350	6603400	10	CTRL_rep2
chr12	6603400	6603450	8	CTRL_rep2
chr12	6603450	6603500	11	CTRL_rep2
chr12	6603500	6603550	8	CTRL_rep2
chr12	6603550	6603600	9	CTRL_rep2
chr12	6603600	6603650	8	CTRL_rep2
chr12	6603650	6603700	9	CTRL_rep2
chr12	6603700	6603750	9	CTRL_rep2
chr12	6603750	6603800	8	CTRL_rep2
chr12	6603800	6603850	9	CTRL_rep2
chr12	6603850	6603900	8	CTRL_rep2
chr12	6603900	6603950	8	CTRL_rep2
chr12	6603950	6604000	7	CTRL_rep2
chr12	6604000	6604050	10	CTRL_rep2
chr12	6604050	6604100	225	CTRL_rep2
chr12	6604100	6604150	249	CTRL_rep2
chr12	6604150	6604200	237	CTRL_rep2
chr12	6604200	6604250	204	CTRL_rep2
chr12	6604250	6604300	6	CTRL_rep2
chr12	6604300	6604350	8	CTRL_rep2
chr12	6604350	6604400	7	CTRL_rep2
chr12	6604400	6604450	8	CTRL_rep2
chr12	6604450	6604500	6	CTRL_rep2
chr12	6604500	6604550	7	CTRL_rep2
chr12	6604550	6604600	9	CTRL_rep2
chr12	6604600	6604650	6	CTRL_rep2
chr12	6604650	6604700	7	CTRL_rep2
chr12	6604700	6604750	9	CTRL_rep2
chr12	6604750	6604800	8	CTRL_rep2
chr12	6604800	6604850	7	CTRL_rep2
chr12	6604850	6604900	8	CTRL_rep2
chr12	6604900	6604950	8	CTRL_rep2
chr12	6604950	6605000	6	CTRL_rep2
chr12	6605000	6605050	8	CTRL_rep2
chr12	6605050	6605100	7	CTRL_rep2
chr12	6605100	6605150	6	CTRL_rep2
chr12	6605150	6605200	5	CTRL_rep2
chr12	6605200	6605250	8	CTRL_rep2
chr12	6605250	6605300	7	CTRL_rep2
chr12	6605300	6605350	6	CTRL_rep2
chr12	6605350	6605400	6	CTRL_rep2
chr12	6605400	6605450	5	CTRL_rep2
chr12	6605450	6605500	7	CTRL_rep2
chr12	6605500	6605550	162	CTRL_rep2
chr12	6605550	6605600	184	CTRL_rep2
chr12	6605600	6605650	158	CTRL_rep2
chr12	6605650	6605700	6	CTRL_rep2
chr12	6605700	6605750	6	CTRL_rep2
chr12	6605750	6605800	5	CTRL_rep2
chr12	6605800	6605850	6	CTRL_rep2
chr12	6605850	6605900	6	CTRL_rep2
chr12	6605900	6605950	7	CTRL_rep2
chr12	6605950	6606000	6	CTRL_rep2
chr12	6606000	6606050	5	CTRL_rep2
chr12	6606050	6606100	7	CTRL_rep2
chr12	6606100	6606150	6	CTRL_rep2
chr12	6606150	6606200	6	CTRL_rep2
chr12	6606200	6606250	5	CTRL_rep2
chr12	6606250	6606300	6	CTRL_rep2
chr12	6606300	6606350	7	CTRL_rep2
chr12	6606350	6606400	6	CTRL_rep2
chr12	6606400	6606450	6	CTRL_rep2
chr12	6606450	6606500	6	CTRL_rep2
chr12	6606500	6606550	6	CTRL_rep2
chr12	6606550	6606600	6	CTRL_rep2
chr12	6606600	6606650	6	CTRL_rep2
chr12	6606650	6606700	6	CTRL_rep2
chr12	6606700	6606750	8	CTRL_rep2
chr12	6606750	6606800	6	CTRL_rep2
chr12	6606800	6606850	7	CTRL_rep2
chr12	6606850	6606900	5	CTRL_rep2
chr12	6606900	6606950	7	CTRL_rep2
chr12	6606950	6607000	6	CTRL_rep2
chr12	6607000	6607050	7	CTRL_rep2
chr12	6607050	6607100	6	CTRL_rep2
chr12	6607100	6607150	7	CTRL_rep2
chr12	6607150	6607200	6	CTRL_rep2
chr12	6607200	6607250	6	CTRL_rep2
chr12	6607250	6607300	6	CTRL_rep2
chr12	6607300	6607350	6	CTRL_rep2
chr12	6607350	6607400	7	CTRL_rep2
chr12	6607400	6607450	5	CTRL_rep2
chr12	6607450	6607500	6	CTRL_rep2
chr12	6607500	6607550	6	CTRL_rep2
chr12	6607550	6607600	6	CTRL_rep2
chr12	6607600	6607650	6	CTRL_rep2
chr12	6607650	6607700	6	CTRL_rep2
chr12	6607700	6607750	6	CTRL_rep2
chr12	6607750	6607800	6	CTRL_rep2
chr12	6607800	6607850	4	CTRL_rep2
chr12	6607850	6607900	7	CTRL_rep2
chr12	6607900	6607950	6	CTRL_rep2
chr12	6607950	6608000	6	CTRL_rep2
chr12	6608000	6608050	7	CTRL_rep2
chr12	6608050	6608100	6	CTRL_rep2
chr12	6608100	6608150	6	CTRL_rep2
chr12	6608150	6608200	5	CTRL_rep2
chr12	6608200	6608250	6	CTRL_rep2
chr12	6608250	6608300	7	CTRL_rep2
chr12	6608300	6608350	7	CTRL_rep2
chr12	6608350	6608400	7	CTRL_rep2
chr12	6608400	6608450	7	CTRL_rep2
chr12	6608450	6608500	5	CTRL_rep2
chr12	6608500	6608550	6	CTRL_rep2
chr12	6608550	6608600	6	CTRL_rep2
chr12	6608600	6608650	6	CTRL_rep2
chr12	6608650	6608700	7	CTRL_rep2
chr12	6608700	6608750	5	CTRL_rep2
chr12	6608750	6608800	6	CTRL_rep2
chr12	6608800	6608850	7	CTRL_rep2
chr12	6608850	6608900	5	CTRL_rep2
chr12	6608900	6608950	5	CTRL_rep2
chr12	6608950	6609000	6	CTRL_rep2
chr12	6609000	6609050	7	CTRL_rep2
chr12	6609050	6609100	5	CTRL_rep2
chr12	6609100	6609150	7	CTRL_rep2
chr12	6609150	6609200	6	CTRL_rep2
chr12	6609200	6609250	8	CTRL_rep2
chr12	6609250	6609300	6	CTRL_rep2
chr12	6609300	6609350	6	CTRL_rep2
chr12	6609350	6609400	5	CTRL_rep2
chr12	6609400	6609450	6	CTRL_rep2
chr12	6609450	6609500	7	CTRL_rep2
chr12	6609500	6609550	5	CTRL_rep2
chr12	6609550	6609600	6	CTRL_rep2
chr12	6609600	6609650	5	CTRL_rep2
chr12	6609650	6609700	5	CTRL_rep2
chr12	6609700	6609750	6	CTRL_rep2
chr12	6609750	6609800	151	CTRL_rep2
chr12	6609800	6609850	129	CTRL_rep2
chr12	6609850	6609900	142	CTRL_rep2
chr12	6609900	6609950	149	CTRL_rep2
chr12	6609950	6610000	146	CTRL_rep2
chr12	6610000	6610050	134	CTRL_rep2
chr12	6610050	6610100	141	CTRL_rep2
chr12	6610100	6610101	139	CTRL_rep2
chr12	6571000	6571050	250	KD_rep1
chr12	6571050	6571100	227	KD_rep1
chr12	6571100	6571150	268	KD_rep1
chr12	6571150	6571200	262	KD_rep1
chr12	6571200	6571250	251	KD_rep1
chr12	6571250	6571300	190	KD_rep1
chr12	6571300	6571350	247	KD_rep1
chr12	6571350	6571400	244	KD_rep1
chr12	6571400	6571450	157	KD_rep1
chr12	6571450	6571500	9	KD_rep1
chr12	6571500	6571550	8	KD_rep1
chr12	6571550	6571600	9	KD_rep1
chr12	6571600	6571650	7	KD_rep1
chr12	6571650	6571700	10	KD_rep1
chr12	6571700	6571750	9	KD_rep1
chr12	6571750	6571800	7	KD_rep1
chr12	6571800	6571850	11	KD_rep1
chr12	6571850	6571900	9	KD_rep1
chr12	6571900	6571950	9	KD_rep1
chr12	6571950	6572000	10	KD_rep1
chr12	6572000	6572050	8	KD_rep1
chr12	6572050	6572100	8	KD_rep1
chr12	6572100	6572150	8	KD_rep1
chr12	6572150	6572200	8	KD_rep1
chr12	6572200	6572250	9	KD_rep1
chr12	6572250	6572300	8	KD_rep1
chr12	6572300	6572350	10	KD_rep1
chr12	6572350	6572400	9	KD_rep1
chr12	6572400	6572450	10	KD_rep1
chr12	6572450	6572500	8	KD_rep1
chr12	6572500	6572550	8	KD_rep1
chr12	6572550	6572600	9	KD_rep1
chr12	6572600	6572650	10	KD_rep1
chr12	6572650	6572700	11	KD_rep1
chr12	6572700	6572750	10	KD_rep1
chr12	6572750	6572800	10	KD_rep1
chr12	6572800	6572850	10	KD_rep1
chr12	6572850	6572900	11	KD_rep1
chr12	6572900	6572950	10	KD_rep1
chr12	6572950	6573000	6	KD_rep1
chr12	6573000	6573050	9	KD_rep1
chr12	6573050	6573100	6	KD_rep1
chr12	6573100	6573150	12	KD_rep1
chr12	6573150	6573200	8	KD_rep1
chr12	6573200	6573250	6	KD_rep1
chr12	6573250	6573300	7	KD_rep1
chr12	6573300	6573350	8	KD_rep1
chr12	6573350	6573400	11	KD_rep1
chr12	6573400	6573450	8	KD_rep1
chr12	6573450	6573500	10	KD_rep1
chr12	6573500	6573550	9	KD_rep1
chr12	6573550	6573600	10	KD_rep1
chr12	6573600	6573650	9	KD_rep1
chr12	6573650	6573700	10	KD_rep1
chr12	6573700	6573750	10	KD_rep1
chr12	6573750	6573800	10	KD_rep1
chr12	6573800	6573850	7	KD_rep1
chr12	6573850	6573900	9	KD_rep1
chr12	6573900	6573950	10	KD_rep1
chr12	6573950	6574000	10	KD_rep1
chr12	6574000	6574050	11	KD_rep1
chr12	6574050	6574100	11	KD_rep1
chr12	6574100	6574150	10	KD_rep1
chr12	6574150	6574200	7	KD_rep1
chr12	6574200	6574250	9	KD_rep1
chr12	6574250	6574300	10	KD_rep1
chr12	6574300	6574350	7	KD_rep1
chr12	6574350	6574400	10	KD_rep1
chr12	6574400	6574450	6	KD_rep1
chr12	6574450	6574500	8	KD_rep1
chr12	6574500	6574550	11	KD_rep1
chr12	6574550	6574600	7	KD_rep1
chr12	6574600	6574650	9	KD_rep1
chr12	6574650	6574700	7	KD_rep1
chr12	6574700	6574750	6	KD_rep1
chr12	6574750	6574800	8	KD_rep1
chr12	6574800	6574850	11	KD_rep1
chr12	6574850	6574900	6	KD_rep1
chr12	6574900	6574950	8	KD_rep1
chr12	6574950	6575000	11	KD_rep1
chr12	6575000	6575050	8	KD_rep1
chr12	6575050	6575100	6	KD_rep1
chr12	6575100	6575150	9	KD_rep1
chr12	6575150	6575200	10	KD_rep1
chr12	6575200	6575250	9	KD_rep1
chr12	6575250	6575300	9	KD_rep1
chr12	6575300	6575350	10	KD_rep1
chr12	6575350	6575400	8	KD_rep1
chr12	6575400	6575450	10	KD_rep1
chr12	6575450	6575500	12	KD_rep1
chr12	6575500	6575550	11	KD_rep1
chr12	6575550	6575600	9	KD_rep1
chr12	6575600	6575650	9	KD_rep1
chr12	6575650	6575700	11	KD_rep1
chr12	6575700	6575750	8	KD_rep1
chr12	6575750	6575800	9	KD_rep1
chr12	6575800	6575850	9	KD_rep1
chr12	6575850	6575900	9	KD_rep1
chr12	6575900	6575950	8	KD_rep1
chr12	6575950	6576000	7	KD_rep1
chr12	6576000	6576050	9	KD_rep1
chr12	6576050	6576100	9	KD_rep1
chr12	6576100	6576150	10	KD_rep1
chr12	6576150	6576200	8	KD_rep1
chr12	6576200	6576250	9	KD_rep1
chr12	6576250	6576300	10	KD_rep1
chr12	6576300	6576350	10	KD_rep1
chr12	6576350	6576400	9	KD_rep1
chr12	6576400	6576450	9	KD_rep1
chr12	6576450	6576500	7	KD_rep1
chr12	6576500	6576550	9	KD_rep1
chr12	6576550	6576600	11	KD_rep1
chr12	6576600	6576650	9	KD_rep1
chr12	6576650	6576700	9	KD_rep1
chr12	6576700	6576750	9	KD_rep1
chr12	6576750	6576800	7	KD_rep1
chr12	6576800	6576850	9	KD_rep1
chr12	6576850	6576900	9	KD_rep1
chr12	6576900	6576950	9	KD_rep1
chr12	6576950	6577000	10	KD_rep1
chr12	6577000	6577050	9	KD_rep1
chr12	6577050	6577100	12	KD_rep1
chr12	6577100	6577150	8	KD_rep1
chr12	6577150	6577200	8	KD_rep1
chr12	6577200	6577250	11	KD_rep1
chr12	6577250	6577300	9	KD_rep1
chr12	6577300	6577350	7	KD_rep1
chr12	6577350	6577400	9	KD_rep1
chr12	6577400	6577450	12	KD_rep1
chr12	6577450	6577500	9	KD_rep1
chr12	6577500	6577550	8	KD_rep1
chr12	6577550	6577600	9	KD_rep1
chr12	6577600	6577650	10	KD_rep1
chr12	6577650	6577700	9	KD_rep1
chr12	6577700	6577750	10	KD_rep1
chr12	6577750	6577800	9	KD_rep1
chr12	6577800	6577850	8	KD_rep1
chr12	6577850	6577900	7	KD_rep1
chr12	6577900	6577950	7	KD_rep1
chr12	6577950	6578000	8	KD_rep1
chr12	6578000	6578050	7	KD_rep1
chr12	6578050	6578100	8	KD_rep1
chr12	6578100	6578150	8	KD_rep1
chr12	6578150	6578200	9	KD_rep1
chr12	6578200	6578250	11	KD_rep1
chr12	6578250	6578300	9	KD_rep1
chr12	6578300	6578350	8	KD_rep1
chr12	6578350	6578400	7	KD_rep1
chr12	6578400	6578450	9	KD_rep1
chr12	6578450	6578500	9	KD_rep1
chr12	6578500	6578550	10	KD_rep1
chr12	6578550	6578600	8	KD_rep1
chr12	6578600	6578650	9	KD_rep1
chr12	6578650	6578700	10	KD_rep1
chr12	6578700	6578750	9	KD_rep1
chr12	6578750	6578800	7	KD_rep1
chr12	6578800	6578850	9	KD_rep1
chr12	6578850	6578900	8	KD_rep1
chr12	6578900	6578950	8	KD_rep1
chr12	6578950	6579000	8	KD_rep1
chr12	6579000	6579050	10	KD_rep1
chr12	6579050	6579100	10	KD_rep1
chr12	6579100	6579150	9	KD_rep1
chr12	6579150	6579200	9	KD_rep1
chr12	6579200	6579250	13	KD_rep1
chr12	6579250	6579300	10	KD_rep1
chr12	6579300	6579350	8	KD_rep1
chr12	6579350	6579400	11	KD_rep1
chr12	6579400	6579450	10	KD_rep1
chr12	6579450	6579500	11	KD_rep1
chr12	6579500	6579550	7	KD_rep1
chr12	6579550	6579600	10	KD_rep1
chr12	6579600	6579650	8	KD_rep1
chr12	6579650	6579700	10	KD_rep1
chr12	6579700	6579750	9	KD_rep1
chr12	6579750	6579800	10	KD_rep1
chr12	6579800	6579850	10	KD_rep1
chr12	6579850	6579900	8	KD_rep1
chr12	6579900	6579950	8	KD_rep1
chr12	6579950	6580000	10	KD_rep1
chr12	6580000	6580050	11	KD_rep1
chr12	6580050	6580100	8	KD_rep1
chr12	6580100	6580150	8	KD_rep1
chr12	6580150	6580200	9	KD_rep1
chr12	6580200	6580250	9	KD_rep1
chr12	6580250	6580300	9	KD_rep1
chr12	6580300	6580350	8	KD_rep1
chr12	6580350	6580400	8	KD_rep1
chr12	6580400	6580450	9	KD_rep1
chr12	6580450	6580500	10	KD_rep1
chr12	6580500	6580550	9	KD_rep1
chr12	6580550	6580600	8	KD_rep1
chr12	6580600	6580650	10	KD_rep1
chr12	6580650	6580700	10	KD_rep1
chr12	6580700	6580750	8	KD_rep1
chr12	6580750	6580800	9	KD_rep1
chr12	6580800	6580850	7	KD_rep1
chr12	6580850	6580900	8	KD_rep1
chr12	6580900	6580950	8	KD_rep1
chr12	6580950	6581000	9	KD_rep1
chr12	6581000	6581050	10	KD_rep1
chr12	6581050	6581100	8	KD_rep1
chr12	6581100	6581150	8	KD_rep1
chr12	6581150	6581200	7	KD_rep1
chr12	6581200	6581250	8	KD_rep1
chr12	6581250	6581300	7	KD_rep1
chr12	6581300	6581350	11	KD_rep1
chr12	6581350	6581400	9	KD_rep1
chr12	6581400	6581450	10	KD_rep1
chr12	6581450	6581500	11	KD_rep1
chr12	6581500	6581550	8	KD_rep1
chr12	6581550	6581600	10	KD_rep1
chr12	6581600	6581650	10	KD_rep1
chr12	6581650	6581700	9	KD_rep1
chr12	6581700	6581750	8	KD_rep1
chr12	6581750	6581800	9	KD_rep1
chr12	6581800	6581850	10	KD_rep1
chr12	6581850	6581900	10	KD_rep1
chr12	6581900	6581950	9	KD_rep1
chr12	6581950	6582000	11	KD_rep1
chr12	6582000	6582050	7	KD_rep1
chr12	6582050	6582100	9	KD_rep1
chr12	6582100	6582150	9	KD_rep1
chr12	6582150	6582200	11	KD_rep1
chr12	6582200	6582250	11	KD_rep1
chr12	6582250	6582300	10	KD_rep1
chr12	6582300	6582350	9	KD_rep1
chr12	6582350	6582400	7	KD_rep1
chr12	6582400	6582450	8	KD_rep1
chr12	6582450	6582500	11	KD_rep1
chr12	6582500	6582550	8	KD_rep1
chr12	6582550	6582600	8	KD_rep1
chr12	6582600	6582650	8	KD_rep1
chr12	6582650	6582700	9	KD_rep1
chr12	6582700	6582750	10	KD_rep1
chr12	6582750	6582800	11	KD_rep1
chr12	6582800	6582850	9	KD_rep1
chr12	6582850	6582900	7	KD_rep1
chr12	6582900	6582950	9	KD_rep1
chr12	6582950	6583000	6	KD_rep1
chr12	6583000	6583050	7	KD_rep1
chr12	6583050	6583100	8	KD_rep1
chr12	6583100	6583150	10	KD_rep1
chr12	6583150	6583200	8	KD_rep1
chr12	6583200	6583250	8	KD_rep1
chr12	6583250	6583300	7	KD_rep1
chr12	6583300	6583350	6	KD_rep1
chr12	6583350	6583400	7	KD_rep1
chr12	6583400	6583450	8	KD_rep1
chr12	6583450	6583500	11	KD_rep1
chr12	6583500	6583550	7	KD_rep1
chr12	6583550	6583600	11	KD_rep1
chr12	6583600	6583650	10	KD_rep1
chr12	6583650	6583700	9	KD_rep1
chr12	6583700	6583750	8	KD_rep1
chr12	6583750	6583800	10	KD_rep1
chr12	6583800	6583850	10	KD_rep1
chr12	6583850	6583900	8	KD_rep1
chr12	6583900	6583950	7	KD_rep1
chr12	6583950	6584000	9	KD_rep1
chr12	6584000	6584050	9	KD_rep1
chr12	6584050	6584100	10	KD_rep1
chr12	6584100	6584150	13	KD_rep1
chr12	6584150	6584200	10	KD_rep1
chr12	6584200	6584250	9	KD_rep1
chr12	6584250	6584300	9	KD_rep1
chr12	6584300	6584350	12	KD_rep1
chr12	6584350	6584400	9	KD_rep1
chr12	6584400	6584450	9	KD_rep1
chr12	6584450	6584500	7	KD_rep1
chr12	6584500	6584550	7	KD_rep1
chr12	6584550	6584600	8	KD_rep1
chr12	6584600	6584650	9	KD_rep1
chr12	6584650	6584700	9	KD_rep1
chr12	6584700	6584750	10	KD_rep1
chr12	6584750	6584800	8	KD_rep1
chr12	6584800	6584850	8	KD_rep1
chr12	6584850	6584900	7	KD_rep1
chr12	6584900	6584950	8	KD_rep1
chr12	6584950	6585000	10	KD_rep1
chr12	6585000	6585050	8	KD_rep1
