chrom	start	end	position	coverage	sample	gene_region
MN908947.3	7800	8000	7900	6568.55	SAMPLE_17	ORF1ab
MN908947.3	8000	8200	8100	5930.29	SAMPLE_17	ORF1ab
MN908947.3	8200	8400	8300	3852.55	SAMPLE_17	ORF1ab
MN908947.3	8400	8600	8500	677.0	SAMPLE_17	ORF1ab
MN908947.3	8600	8800	8700	157.43	SAMPLE_17	ORF1ab
MN908947.3	8800	9000	8900	1880.71	SAMPLE_17	ORF1ab
MN908947.3	9000	9200	9100	4858.46	SAMPLE_17	ORF1ab
MN908947.3	9200	9400	9300	1590.52	SAMPLE_17	ORF1ab
MN908947.3	9400	9600	9500	9527.97	SAMPLE_17	ORF1ab
MN908947.3	9600	9800	9700	14738.06	SAMPLE_17	ORF1ab
MN908947.3	9800	10000	9900	2229.91	SAMPLE_17	ORF1ab
MN908947.3	10000	10200	10100	3706.45	SAMPLE_17	ORF1ab
MN908947.3	10200	10400	10300	5626.48	SAMPLE_17	ORF1ab
MN908947.3	10400	10600	10500	1067.46	SAMPLE_17	ORF1ab
MN908947.3	10600	10800	10700	539.18	SAMPLE_17	ORF1ab
MN908947.3	10800	11000	10900	803.51	SAMPLE_17	ORF1ab
MN908947.3	11000	11200	11100	5278.8	SAMPLE_17	ORF1ab
MN908947.3	11200	11400	11300	7169.81	SAMPLE_17	ORF1ab
MN908947.3	11400	11600	11500	1875.15	SAMPLE_17	ORF1ab
MN908947.3	11600	11800	11700	1926.87	SAMPLE_17	ORF1ab
MN908947.3	11800	12000	11900	12967.73	SAMPLE_17	ORF1ab
MN908947.3	12000	12200	12100	17975.64	SAMPLE_17	ORF1ab
MN908947.3	12200	12400	12300	7233.95	SAMPLE_17	ORF1ab
MN908947.3	12400	12600	12500	16383.66	SAMPLE_17	ORF1ab
MN908947.3	12600	12800	12700	19214.49	SAMPLE_17	ORF1ab
MN908947.3	12800	13000	12900	6702.13	SAMPLE_17	ORF1ab
MN908947.3	13000	13200	13100	17032.92	SAMPLE_17	ORF1ab
MN908947.3	13200	13400	13300	14760.94	SAMPLE_17	ORF1ab
MN908947.3	13400	13600	13500	215.4	SAMPLE_17	ORF1ab
MN908947.3	13600	13800	13700	75.13	SAMPLE_17	ORF1ab
MN908947.3	13800	14000	13900	0.0	SAMPLE_17	ORF1ab
MN908947.3	14000	14200	14100	0.0	SAMPLE_17	ORF1ab
MN908947.3	14200	14400	14300	0.0	SAMPLE_17	ORF1ab
MN908947.3	14400	14600	14500	553.79	SAMPLE_17	ORF1ab
MN908947.3	14600	14800	14700	3703.31	SAMPLE_17	ORF1ab
MN908947.3	14800	15000	14900	2410.88	SAMPLE_17	ORF1ab
MN908947.3	15000	15200	15100	357.65	SAMPLE_17	ORF1ab
MN908947.3	15200	15400	15300	847.84	SAMPLE_17	ORF1ab
MN908947.3	15400	15600	15500	4243.97	SAMPLE_17	ORF1ab
MN908947.3	15600	15800	15700	6377.59	SAMPLE_17	ORF1ab
MN908947.3	15800	16000	15900	8676.01	SAMPLE_17	ORF1ab
MN908947.3	16000	16200	16100	7881.49	SAMPLE_17	ORF1ab
MN908947.3	16200	16400	16300	226.81	SAMPLE_17	ORF1ab
MN908947.3	16400	16600	16500	1499.01	SAMPLE_17	ORF1ab
MN908947.3	16600	16800	16700	3066.54	SAMPLE_17	ORF1ab
MN908947.3	16800	17000	16900	8163.78	SAMPLE_17	ORF1ab
MN908947.3	17000	17200	17100	28328.73	SAMPLE_17	ORF1ab
MN908947.3	17200	17400	17300	31280.2	SAMPLE_17	ORF1ab
MN908947.3	17400	17600	17500	7236.85	SAMPLE_17	ORF1ab
MN908947.3	17600	17800	17700	4152.33	SAMPLE_17	ORF1ab
MN908947.3	17800	18000	17900	3026.31	SAMPLE_17	ORF1ab
MN908947.3	18000	18200	18100	2986.51	SAMPLE_17	ORF1ab
MN908947.3	18200	18400	18300	3592.16	SAMPLE_17	ORF1ab
MN908947.3	18400	18600	18500	5291.2	SAMPLE_17	ORF1ab
MN908947.3	18600	18800	18700	6069.6	SAMPLE_17	ORF1ab
MN908947.3	18800	19000	18900	5573.8	SAMPLE_17	ORF1ab
MN908947.3	19000	19200	19100	3242.08	SAMPLE_17	ORF1ab
MN908947.3	19200	19400	19300	1301.97	SAMPLE_17	ORF1ab
MN908947.3	19400	19600	19500	55.12	SAMPLE_17	ORF1ab
MN908947.3	19600	19800	19700	420.22	SAMPLE_17	ORF1ab
MN908947.3	19800	20000	19900	505.52	SAMPLE_17	ORF1ab
MN908947.3	20000	20200	20100	196.99	SAMPLE_17	ORF1ab
MN908947.3	20200	20400	20300	42.04	SAMPLE_17	ORF1ab
MN908947.3	20400	20600	20500	2875.51	SAMPLE_17	ORF1ab
MN908947.3	20600	20800	20700	4207.02	SAMPLE_17	ORF1ab
MN908947.3	20800	21000	20900	7290.64	SAMPLE_17	ORF1ab
MN908947.3	21000	21200	21100	3970.4	SAMPLE_17	ORF1ab
MN908947.3	21200	21400	21300	161.03	SAMPLE_17	ORF1ab
MN908947.3	21400	21600	21500	153.64	SAMPLE_17	ORF1ab
MN908947.3	21600	21800	21700	5268.89	SAMPLE_17	S
MN908947.3	21800	22000	21900	6565.29	SAMPLE_17	S
MN908947.3	22000	22200	22100	990.65	SAMPLE_17	S
MN908947.3	22200	22400	22300	481.69	SAMPLE_17	S
MN908947.3	22400	22600	22500	1406.11	SAMPLE_17	S
MN908947.3	22600	22800	22700	4585.66	SAMPLE_17	S
MN908947.3	22800	23000	22900	2476.16	SAMPLE_17	S
MN908947.3	23000	23200	23100	7366.8	SAMPLE_17	S
MN908947.3	23200	23400	23300	26008.01	SAMPLE_17	S
MN908947.3	23400	23600	23500	23536.16	SAMPLE_17	S
MN908947.3	23600	23800	23700	4699.44	SAMPLE_17	S
MN908947.3	23800	24000	23900	645.51	SAMPLE_17	S
MN908947.3	24000	24200	24100	2375.38	SAMPLE_17	S
MN908947.3	24200	24400	24300	4443.53	SAMPLE_17	S
MN908947.3	24400	24600	24500	5298.58	SAMPLE_17	S
MN908947.3	24600	24800	24700	9193.32	SAMPLE_17	S
MN908947.3	24800	25000	24900	8806.3	SAMPLE_17	S
MN908947.3	25000	25200	25100	10088.29	SAMPLE_17	S
MN908947.3	25200	25400	25300	10333.06	SAMPLE_17	S
MN908947.3	25400	25600	25500	5624.57	SAMPLE_17	ORF3a
MN908947.3	25600	25800	25700	1665.92	SAMPLE_17	ORF3a
MN908947.3	25800	26000	25900	303.78	SAMPLE_17	ORF3a
MN908947.3	26000	26200	26100	52.93	SAMPLE_17	ORF3a
MN908947.3	26200	26400	26300	3956.28	SAMPLE_17	E
MN908947.3	26400	26600	26500	9068.89	SAMPLE_17	intergenic
MN908947.3	26600	26800	26700	18017.14	SAMPLE_17	M
MN908947.3	26800	27000	26900	13669.85	SAMPLE_17	M
MN908947.3	27000	27200	27100	3050.51	SAMPLE_17	M
MN908947.3	27200	27400	27300	11659.93	SAMPLE_17	ORF6
MN908947.3	27400	27600	27500	7317.18	SAMPLE_17	ORF7a
MN908947.3	27600	27800	27700	51.89	SAMPLE_17	ORF7a
MN908947.3	27800	28000	27900	8993.65	SAMPLE_17	ORF8
MN908947.3	28000	28200	28100	14084.33	SAMPLE_17	ORF8
MN908947.3	28200	28400	28300	23312.39	SAMPLE_17	N
MN908947.3	28400	28600	28500	20455.63	SAMPLE_17	N
MN908947.3	28600	28800	28700	14337.42	SAMPLE_17	N
MN908947.3	28800	29000	28900	627.61	SAMPLE_17	N
MN908947.3	29000	29200	29100	8273.19	SAMPLE_17	N
MN908947.3	29200	29400	29300	8695.74	SAMPLE_17	N
MN908947.3	29400	29600	29500	4860.58	SAMPLE_17	N
MN908947.3	29600	29800	29700	6665.73	SAMPLE_17	3'UTR
MN908947.3	29800	29903	29851	1643.03	SAMPLE_17	3'UTR
MN908947.3	0	200	100	1084.0	SAMPLE_12	5'UTR
MN908947.3	200	400	300	2645.21	SAMPLE_12	ORF1ab
MN908947.3	400	600	500	4796.59	SAMPLE_12	ORF1ab
MN908947.3	600	800	700	6142.28	SAMPLE_12	ORF1ab
MN908947.3	800	1000	900	4288.32	SAMPLE_12	ORF1ab
MN908947.3	1000	1200	1100	3208.9	SAMPLE_12	ORF1ab
MN908947.3	1200	1400	1300	3100.96	SAMPLE_12	ORF1ab
MN908947.3	1400	1600	1500	1766.16	SAMPLE_12	ORF1ab
MN908947.3	1600	1800	1700	2546.38	SAMPLE_12	ORF1ab
MN908947.3	1800	2000	1900	2875.99	SAMPLE_12	ORF1ab
MN908947.3	2000	2200	2100	1896.08	SAMPLE_12	ORF1ab
MN908947.3	2200	2400	2300	2555.33	SAMPLE_12	ORF1ab
MN908947.3	2400	2600	2500	3655.92	SAMPLE_12	ORF1ab
MN908947.3	2600	2800	2700	1855.45	SAMPLE_12	ORF1ab
MN908947.3	2800	3000	2900	5696.8	SAMPLE_12	ORF1ab
MN908947.3	3000	3200	3100	5816.27	SAMPLE_12	ORF1ab
MN908947.3	3200	3400	3300	4427.22	SAMPLE_12	ORF1ab
MN908947.3	3400	3600	3500	3766.08	SAMPLE_12	ORF1ab
MN908947.3	3600	3800	3700	1579.86	SAMPLE_12	ORF1ab
MN908947.3	3800	4000	3900	4234.57	SAMPLE_12	ORF1ab
MN908947.3	4000	4200	4100	7082.81	SAMPLE_12	ORF1ab
MN908947.3	4200	4400	4300	8575.29	SAMPLE_12	ORF1ab
MN908947.3	4400	4600	4500	6071.29	SAMPLE_12	ORF1ab
MN908947.3	4600	4800	4700	5198.48	SAMPLE_12	ORF1ab
MN908947.3	4800	5000	4900	4404.17	SAMPLE_12	ORF1ab
MN908947.3	5000	5200	5100	1547.09	SAMPLE_12	ORF1ab
MN908947.3	5200	5400	5300	5333.3	SAMPLE_12	ORF1ab
MN908947.3	5400	5600	5500	7062.41	SAMPLE_12	ORF1ab
MN908947.3	5600	5800	5700	8516.0	SAMPLE_12	ORF1ab
MN908947.3	5800	6000	5900	4994.71	SAMPLE_12	ORF1ab
MN908947.3	6000	6200	6100	2562.76	SAMPLE_12	ORF1ab
MN908947.3	6200	6400	6300	14158.98	SAMPLE_12	ORF1ab
MN908947.3	6400	6600	6500	9549.28	SAMPLE_12	ORF1ab
MN908947.3	6600	6800	6700	4876.42	SAMPLE_12	ORF1ab
MN908947.3	6800	7000	6900	2185.3	SAMPLE_12	ORF1ab
MN908947.3	7000	7200	7100	3396.22	SAMPLE_12	ORF1ab
MN908947.3	7200	7400	7300	5593.68	SAMPLE_12	ORF1ab
MN908947.3	7400	7600	7500	8773.75	SAMPLE_12	ORF1ab
MN908947.3	7600	7800	7700	6535.18	SAMPLE_12	ORF1ab
MN908947.3	7800	8000	7900	5612.78	SAMPLE_12	ORF1ab
MN908947.3	8000	8200	8100	7483.39	SAMPLE_12	ORF1ab
MN908947.3	8200	8400	8300	6403.57	SAMPLE_12	ORF1ab
MN908947.3	8400	8600	8500	3110.05	SAMPLE_12	ORF1ab
MN908947.3	8600	8800	8700	3756.44	SAMPLE_12	ORF1ab
MN908947.3	8800	9000	8900	5037.79	SAMPLE_12	ORF1ab
MN908947.3	9000	9200	9100	5583.65	SAMPLE_12	ORF1ab
MN908947.3	9200	9400	9300	7584.69	SAMPLE_12	ORF1ab
MN908947.3	9400	9600	9500	11569.16	SAMPLE_12	ORF1ab
MN908947.3	9600	9800	9700	7831.24	SAMPLE_12	ORF1ab
MN908947.3	9800	10000	9900	3681.71	SAMPLE_12	ORF1ab
MN908947.3	10000	10200	10100	4978.17	SAMPLE_12	ORF1ab
MN908947.3	10200	10400	10300	4583.26	SAMPLE_12	ORF1ab
MN908947.3	10400	10600	10500	5563.54	SAMPLE_12	ORF1ab
MN908947.3	10600	10800	10700	8448.97	SAMPLE_12	ORF1ab
MN908947.3	10800	11000	10900	6733.75	SAMPLE_12	ORF1ab
MN908947.3	11000	11200	11100	9366.19	SAMPLE_12	ORF1ab
MN908947.3	11200	11400	11300	13614.14	SAMPLE_12	ORF1ab
MN908947.3	11400	11600	11500	7704.55	SAMPLE_12	ORF1ab
MN908947.3	11600	11800	11700	8043.21	SAMPLE_12	ORF1ab
MN908947.3	11800	12000	11900	5901.11	SAMPLE_12	ORF1ab
MN908947.3	12000	12200	12100	7092.82	SAMPLE_12	ORF1ab
MN908947.3	12200	12400	12300	7431.31	SAMPLE_12	ORF1ab
MN908947.3	12400	12600	12500	8590.84	SAMPLE_12	ORF1ab
MN908947.3	12600	12800	12700	8913.94	SAMPLE_12	ORF1ab
MN908947.3	12800	13000	12900	5231.86	SAMPLE_12	ORF1ab
MN908947.3	13000	13200	13100	11982.03	SAMPLE_12	ORF1ab
MN908947.3	13200	13400	13300	11746.72	SAMPLE_12	ORF1ab
MN908947.3	13400	13600	13500	4068.31	SAMPLE_12	ORF1ab
MN908947.3	13600	13800	13700	3425.34	SAMPLE_12	ORF1ab
MN908947.3	13800	14000	13900	3868.45	SAMPLE_12	ORF1ab
MN908947.3	14000	14200	14100	5711.14	SAMPLE_12	ORF1ab
MN908947.3	14200	14400	14300	4946.67	SAMPLE_12	ORF1ab
MN908947.3	14400	14600	14500	4411.35	SAMPLE_12	ORF1ab
MN908947.3	14600	14800	14700	7199.33	SAMPLE_12	ORF1ab
MN908947.3	14800	15000	14900	5159.82	SAMPLE_12	ORF1ab
MN908947.3	15000	15200	15100	1571.0	SAMPLE_12	ORF1ab
MN908947.3	15200	15400	15300	5026.71	SAMPLE_12	ORF1ab
MN908947.3	15400	15600	15500	6098.26	SAMPLE_12	ORF1ab
MN908947.3	15600	15800	15700	4621.32	SAMPLE_12	ORF1ab
MN908947.3	15800	16000	15900	7774.35	SAMPLE_12	ORF1ab
MN908947.3	16000	16200	16100	8613.18	SAMPLE_12	ORF1ab
MN908947.3	16200	16400	16300	3975.79	SAMPLE_12	ORF1ab
MN908947.3	16400	16600	16500	4293.15	SAMPLE_12	ORF1ab
MN908947.3	16600	16800	16700	4801.58	SAMPLE_12	ORF1ab
MN908947.3	16800	17000	16900	7389.86	SAMPLE_12	ORF1ab
MN908947.3	17000	17200	17100	12562.4	SAMPLE_12	ORF1ab
MN908947.3	17200	17400	17300	9756.59	SAMPLE_12	ORF1ab
MN908947.3	17400	17600	17500	5435.35	SAMPLE_12	ORF1ab
MN908947.3	17600	17800	17700	5219.47	SAMPLE_12	ORF1ab
MN908947.3	17800	18000	17900	3931.04	SAMPLE_12	ORF1ab
MN908947.3	18000	18200	18100	5572.28	SAMPLE_12	ORF1ab
MN908947.3	18200	18400	18300	5862.45	SAMPLE_12	ORF1ab
MN908947.3	18400	18600	18500	7208.4	SAMPLE_12	ORF1ab
MN908947.3	18600	18800	18700	8559.05	SAMPLE_12	ORF1ab
MN908947.3	18800	19000	18900	8174.43	SAMPLE_12	ORF1ab
MN908947.3	19000	19200	19100	4136.92	SAMPLE_12	ORF1ab
MN908947.3	19200	19400	19300	1623.87	SAMPLE_12	ORF1ab
MN908947.3	19400	19600	19500	269.46	SAMPLE_12	ORF1ab
MN908947.3	19600	19800	19700	3993.85	SAMPLE_12	ORF1ab
MN908947.3	19800	20000	19900	3386.71	SAMPLE_12	ORF1ab
MN908947.3	20000	20200	20100	842.13	SAMPLE_12	ORF1ab
MN908947.3	20200	20400	20300	659.83	SAMPLE_12	ORF1ab
MN908947.3	20400	20600	20500	3161.3	SAMPLE_12	ORF1ab
MN908947.3	20600	20800	20700	4253.52	SAMPLE_12	ORF1ab
MN908947.3	20800	21000	20900	7055.49	SAMPLE_12	ORF1ab
MN908947.3	21000	21200	21100	3674.91	SAMPLE_12	ORF1ab
MN908947.3	21200	21400	21300	300.87	SAMPLE_12	ORF1ab
MN908947.3	21400	21600	21500	1709.9	SAMPLE_12	ORF1ab
MN908947.3	21600	21800	21700	3905.24	SAMPLE_12	S
MN908947.3	21800	22000	21900	3095.92	SAMPLE_12	S
MN908947.3	22000	22200	22100	2514.05	SAMPLE_12	S
MN908947.3	22200	22400	22300	1655.66	SAMPLE_12	S
MN908947.3	22400	22600	22500	1023.13	SAMPLE_12	S
MN908947.3	22600	22800	22700	3041.91	SAMPLE_12	S
MN908947.3	22800	23000	22900	2561.56	SAMPLE_12	S
MN908947.3	23000	23200	23100	3278.21	SAMPLE_12	S
MN908947.3	23200	23400	23300	5845.51	SAMPLE_12	S
MN908947.3	23400	23600	23500	7204.93	SAMPLE_12	S
MN908947.3	23600	23800	23700	2905.86	SAMPLE_12	S
MN908947.3	23800	24000	23900	2156.53	SAMPLE_12	S
MN908947.3	24000	24200	24100	3262.27	SAMPLE_12	S
MN908947.3	24200	24400	24300	3852.23	SAMPLE_12	S
MN908947.3	24400	24600	24500	3298.84	SAMPLE_12	S
MN908947.3	24600	24800	24700	5753.23	SAMPLE_12	S
MN908947.3	24800	25000	24900	5861.23	SAMPLE_12	S
MN908947.3	25000	25200	25100	8833.72	SAMPLE_12	S
MN908947.3	25200	25400	25300	8594.14	SAMPLE_12	S
MN908947.3	25400	25600	25500	2826.97	SAMPLE_12	ORF3a
MN908947.3	25600	25800	25700	7471.92	SAMPLE_12	ORF3a
MN908947.3	25800	26000	25900	6030.92	SAMPLE_12	ORF3a
MN908947.3	26000	26200	26100	1537.54	SAMPLE_12	ORF3a
MN908947.3	26200	26400	26300	3735.24	SAMPLE_12	E
MN908947.3	26400	26600	26500	5316.13	SAMPLE_12	intergenic
MN908947.3	26600	26800	26700	3857.86	SAMPLE_12	M
MN908947.3	26800	27000	26900	5804.95	SAMPLE_12	M
MN908947.3	27000	27200	27100	4675.68	SAMPLE_12	M
MN908947.3	27200	27400	27300	3140.62	SAMPLE_12	ORF6
MN908947.3	27400	27600	27500	2713.78	SAMPLE_12	ORF7a
MN908947.3	27600	27800	27700	773.07	SAMPLE_12	ORF7a
MN908947.3	27800	28000	27900	3370.7	SAMPLE_12	ORF8
MN908947.3	28000	28200	28100	3745.32	SAMPLE_12	ORF8
MN908947.3	28200	28400	28300	4837.84	SAMPLE_12	N
MN908947.3	28400	28600	28500	5526.92	SAMPLE_12	N
MN908947.3	28600	28800	28700	5182.53	SAMPLE_12	N
MN908947.3	28800	29000	28900	2505.98	SAMPLE_12	N
MN908947.3	29000	29200	29100	3786.88	SAMPLE_12	N
MN908947.3	29200	29400	29300	4572.77	SAMPLE_12	N
MN908947.3	29400	29600	29500	6219.48	SAMPLE_12	N
MN908947.3	29600	29800	29700	6125.15	SAMPLE_12	3'UTR
MN908947.3	29800	29903	29851	969.06	SAMPLE_12	3'UTR
MN908947.3	0	200	100	2676.07	SAMPLE_15	5'UTR
MN908947.3	200	400	300	5095.26	SAMPLE_15	ORF1ab
MN908947.3	400	600	500	5637.72	SAMPLE_15	ORF1ab
MN908947.3	600	800	700	7326.37	SAMPLE_15	ORF1ab
MN908947.3	800	1000	900	5217.64	SAMPLE_15	ORF1ab
MN908947.3	1000	1200	1100	5109.59	SAMPLE_15	ORF1ab
MN908947.3	1200	1400	1300	3354.43	SAMPLE_15	ORF1ab
MN908947.3	1400	1600	1500	567.55	SAMPLE_15	ORF1ab
MN908947.3	1600	1800	1700	2554.14	SAMPLE_15	ORF1ab
MN908947.3	1800	2000	1900	2295.26	SAMPLE_15	ORF1ab
MN908947.3	2000	2200	2100	515.96	SAMPLE_15	ORF1ab
MN908947.3	2200	2400	2300	1886.88	SAMPLE_15	ORF1ab
MN908947.3	2400	2600	2500	2215.1	SAMPLE_15	ORF1ab
MN908947.3	2600	2800	2700	189.74	SAMPLE_15	ORF1ab
MN908947.3	2800	3000	2900	5248.43	SAMPLE_15	ORF1ab
MN908947.3	3000	3200	3100	6110.23	SAMPLE_15	ORF1ab
MN908947.3	3200	3400	3300	5171.16	SAMPLE_15	ORF1ab
MN908947.3	3400	3600	3500	3821.28	SAMPLE_15	ORF1ab
MN908947.3	3600	3800	3700	994.53	SAMPLE_15	ORF1ab
MN908947.3	3800	4000	3900	2512.54	SAMPLE_15	ORF1ab
MN908947.3	4000	4200	4100	6327.21	SAMPLE_15	ORF1ab
MN908947.3	4200	4400	4300	8170.08	SAMPLE_15	ORF1ab
MN908947.3	4400	4600	4500	4750.15	SAMPLE_15	ORF1ab
MN908947.3	4600	4800	4700	4880.33	SAMPLE_15	ORF1ab
MN908947.3	4800	5000	4900	4382.26	SAMPLE_15	ORF1ab
MN908947.3	5000	5200	5100	364.77	SAMPLE_15	ORF1ab
MN908947.3	5200	5400	5300	5270.95	SAMPLE_15	ORF1ab
MN908947.3	5400	5600	5500	8125.3	SAMPLE_15	ORF1ab
MN908947.3	5600	5800	5700	10844.22	SAMPLE_15	ORF1ab
MN908947.3	5800	6000	5900	6464.3	SAMPLE_15	ORF1ab
MN908947.3	6000	6200	6100	3043.03	SAMPLE_15	ORF1ab
MN908947.3	6200	6400	6300	13766.73	SAMPLE_15	ORF1ab
MN908947.3	6400	6600	6500	9605.34	SAMPLE_15	ORF1ab
MN908947.3	6600	6800	6700	5352.5	SAMPLE_15	ORF1ab
MN908947.3	6800	7000	6900	1413.8	SAMPLE_15	ORF1ab
MN908947.3	7000	7200	7100	1116.4	SAMPLE_15	ORF1ab
MN908947.3	7200	7400	7300	3455.51	SAMPLE_15	ORF1ab
MN908947.3	7400	7600	7500	8647.51	SAMPLE_15	ORF1ab
MN908947.3	7600	7800	7700	6597.74	SAMPLE_15	ORF1ab
MN908947.3	7800	8000	7900	5842.83	SAMPLE_15	ORF1ab
MN908947.3	8000	8200	8100	8382.03	SAMPLE_15	ORF1ab
MN908947.3	8200	8400	8300	6739.42	SAMPLE_15	ORF1ab
MN908947.3	8400	8600	8500	2892.06	SAMPLE_15	ORF1ab
MN908947.3	8600	8800	8700	1706.37	SAMPLE_15	ORF1ab
MN908947.3	8800	9000	8900	3660.2	SAMPLE_15	ORF1ab
MN908947.3	9000	9200	9100	7220.93	SAMPLE_15	ORF1ab
MN908947.3	9200	9400	9300	4105.99	SAMPLE_15	ORF1ab
MN908947.3	9400	9600	9500	9773.28	SAMPLE_15	ORF1ab
MN908947.3	9600	9800	9700	10704.1	SAMPLE_15	ORF1ab
MN908947.3	9800	10000	9900	2585.36	SAMPLE_15	ORF1ab
MN908947.3	10000	10200	10100	4370.57	SAMPLE_15	ORF1ab
MN908947.3	10200	10400	10300	5448.46	SAMPLE_15	ORF1ab
MN908947.3	10400	10600	10500	5333.07	SAMPLE_15	ORF1ab
MN908947.3	10600	10800	10700	6547.58	SAMPLE_15	ORF1ab
MN908947.3	10800	11000	10900	4357.85	SAMPLE_15	ORF1ab
MN908947.3	11000	11200	11100	12037.07	SAMPLE_15	ORF1ab
MN908947.3	11200	11400	11300	16992.96	SAMPLE_15	ORF1ab
MN908947.3	11400	11600	11500	6133.7	SAMPLE_15	ORF1ab
MN908947.3	11600	11800	11700	5043.53	SAMPLE_15	ORF1ab
MN908947.3	11800	12000	11900	6467.82	SAMPLE_15	ORF1ab
MN908947.3	12000	12200	12100	9193.59	SAMPLE_15	ORF1ab
MN908947.3	12200	12400	12300	6690.99	SAMPLE_15	ORF1ab
MN908947.3	12400	12600	12500	10068.54	SAMPLE_15	ORF1ab
MN908947.3	12600	12800	12700	11572.91	SAMPLE_15	ORF1ab
MN908947.3	12800	13000	12900	5456.39	SAMPLE_15	ORF1ab
MN908947.3	13000	13200	13100	15819.22	SAMPLE_15	ORF1ab
MN908947.3	13200	13400	13300	14936.58	SAMPLE_15	ORF1ab
MN908947.3	13400	13600	13500	1788.28	SAMPLE_15	ORF1ab
MN908947.3	13600	13800	13700	1583.21	SAMPLE_15	ORF1ab
MN908947.3	13800	14000	13900	2914.83	SAMPLE_15	ORF1ab
MN908947.3	14000	14200	14100	5917.51	SAMPLE_15	ORF1ab
MN908947.3	14200	14400	14300	5992.78	SAMPLE_15	ORF1ab
MN908947.3	14400	14600	14500	5787.57	SAMPLE_15	ORF1ab
MN908947.3	14600	14800	14700	8731.28	SAMPLE_15	ORF1ab
MN908947.3	14800	15000	14900	5851.93	SAMPLE_15	ORF1ab
MN908947.3	15000	15200	15100	1331.47	SAMPLE_15	ORF1ab
MN908947.3	15200	15400	15300	3674.52	SAMPLE_15	ORF1ab
MN908947.3	15400	15600	15500	6614.27	SAMPLE_15	ORF1ab
MN908947.3	15600	15800	15700	6888.79	SAMPLE_15	ORF1ab
MN908947.3	15800	16000	15900	10393.38	SAMPLE_15	ORF1ab
MN908947.3	16000	16200	16100	10304.94	SAMPLE_15	ORF1ab
MN908947.3	16200	16400	16300	3139.64	SAMPLE_15	ORF1ab
MN908947.3	16400	16600	16500	2472.16	SAMPLE_15	ORF1ab
MN908947.3	16600	16800	16700	2643.88	SAMPLE_15	ORF1ab
MN908947.3	16800	17000	16900	7878.93	SAMPLE_15	ORF1ab
MN908947.3	17000	17200	17100	16150.07	SAMPLE_15	ORF1ab
MN908947.3	17200	17400	17300	14793.9	SAMPLE_15	ORF1ab
MN908947.3	17400	17600	17500	7326.67	SAMPLE_15	ORF1ab
MN908947.3	17600	17800	17700	6623.62	SAMPLE_15	ORF1ab
MN908947.3	17800	18000	17900	4984.81	SAMPLE_15	ORF1ab
MN908947.3	18000	18200	18100	6884.36	SAMPLE_15	ORF1ab
MN908947.3	18200	18400	18300	7379.46	SAMPLE_15	ORF1ab
MN908947.3	18400	18600	18500	9061.14	SAMPLE_15	ORF1ab
MN908947.3	18600	18800	18700	12239.76	SAMPLE_15	ORF1ab
MN908947.3	18800	19000	18900	11494.85	SAMPLE_15	ORF1ab
MN908947.3	19000	19200	19100	4718.55	SAMPLE_15	ORF1ab
MN908947.3	19200	19400	19300	1873.56	SAMPLE_15	ORF1ab
MN908947.3	19400	19600	19500	163.67	SAMPLE_15	ORF1ab
MN908947.3	19600	19800	19700	2173.16	SAMPLE_15	ORF1ab
MN908947.3	19800	20000	19900	1534.27	SAMPLE_15	ORF1ab
MN908947.3	20000	20200	20100	76.11	SAMPLE_15	ORF1ab
MN908947.3	20200	20400	20300	100.72	SAMPLE_15	ORF1ab
MN908947.3	20400	20600	20500	2445.35	SAMPLE_15	ORF1ab
MN908947.3	20600	20800	20700	3517.04	SAMPLE_15	ORF1ab
MN908947.3	20800	21000	20900	7970.24	SAMPLE_15	ORF1ab
MN908947.3	21000	21200	21100	4459.54	SAMPLE_15	ORF1ab
MN908947.3	21200	21400	21300	232.11	SAMPLE_15	ORF1ab
MN908947.3	21400	21600	21500	452.44	SAMPLE_15	ORF1ab
MN908947.3	21600	21800	21700	2990.42	SAMPLE_15	S
MN908947.3	21800	22000	21900	3261.91	SAMPLE_15	S
MN908947.3	22000	22200	22100	2185.24	SAMPLE_15	S
MN908947.3	22200	22400	22300	1369.16	SAMPLE_15	S
MN908947.3	22400	22600	22500	916.14	SAMPLE_15	S
MN908947.3	22600	22800	22700	2758.2	SAMPLE_15	S
MN908947.3	22800	23000	22900	2142.78	SAMPLE_15	S
MN908947.3	23000	23200	23100	3613.65	SAMPLE_15	S
MN908947.3	23200	23400	23300	8264.34	SAMPLE_15	S
MN908947.3	23400	23600	23500	9108.7	SAMPLE_15	S
MN908947.3	23600	23800	23700	3257.11	SAMPLE_15	S
MN908947.3	23800	24000	23900	1608.18	SAMPLE_15	S
MN908947.3	24000	24200	24100	2943.23	SAMPLE_15	S
MN908947.3	24200	24400	24300	3864.29	SAMPLE_15	S
MN908947.3	24400	24600	24500	3194.38	SAMPLE_15	S
MN908947.3	24600	24800	24700	7095.74	SAMPLE_15	S
MN908947.3	24800	25000	24900	8907.75	SAMPLE_15	S
MN908947.3	25000	25200	25100	10664.36	SAMPLE_15	S
MN908947.3	25200	25400	25300	8867.58	SAMPLE_15	S
MN908947.3	25400	25600	25500	1543.57	SAMPLE_15	ORF3a
MN908947.3	25600	25800	25700	2810.95	SAMPLE_15	ORF3a
MN908947.3	25800	26000	25900	2335.78	SAMPLE_15	ORF3a
