sample	chrom	start	end	log2	baf	copy_number	segment	label
TUMOUR_B	chr1	3020000	3040000	-0.197	0.477	2	bin	
TUMOUR_B	chr1	3040000	3060000	-0.011	0.558	2	bin	
TUMOUR_B	chr1	3060000	3080000	-0.164	0.592	2	bin	
TUMOUR_B	chr1	3080000	3100000	-0.123	0.489	2	bin	
TUMOUR_B	chr1	3100000	3120000	-0.013	0.519	2	bin	
TUMOUR_B	chr1	3120000	3140000	-0.145	0.578	2	bin	
TUMOUR_B	chr1	3140000	3160000	0.141	0.515	2	bin	
TUMOUR_B	chr1	3160000	3180000	0.014	0.486	2	bin	
TUMOUR_B	chr1	3180000	3200000	-0.088	0.509	2	bin	
TUMOUR_B	chr1	3200000	3220000	0.087	0.521	2	bin	
TUMOUR_B	chr1	3220000	3240000	0.101	0.51	2	bin	
TUMOUR_B	chr1	3240000	3260000	-0.017	0.491	2	bin	
TUMOUR_B	chr1	3260000	3280000	-0.294	0.504	2	bin	
TUMOUR_B	chr1	3280000	3300000	0.024	0.47	2	bin	
TUMOUR_B	chr1	3300000	3320000	-0.009	0.504	2	bin	
TUMOUR_B	chr1	3320000	3340000	0.231	0.464	2	bin	
TUMOUR_B	chr1	3340000	3360000	0.084	0.454	2	bin	
TUMOUR_B	chr1	3360000	3380000	-0.019	0.531	2	bin	
TUMOUR_B	chr1	3380000	3400000	-0.259	0.46	2	bin	
TUMOUR_B	chr1	3400000	3420000	0.035	0.468	2	bin	
TUMOUR_B	chr1	3420000	3440000	0.205	0.499	2	bin	
TUMOUR_B	chr1	3440000	3460000	0.038	0.436	2	bin	
TUMOUR_B	chr1	3460000	3480000	-0.014	0.506	2	bin	
TUMOUR_B	chr1	3480000	3500000	-0.111	0.495	2	bin	
TUMOUR_B	chr1	3500000	3520000	0.092	0.47	2	bin	
TUMOUR_B	chr1	3520000	3540000	0.074	0.519	2	bin	
TUMOUR_B	chr1	3540000	3560000	-0.077	0.577	2	bin	
TUMOUR_B	chr1	3560000	3580000	-0.012	0.476	2	bin	
TUMOUR_B	chr1	3580000	3600000	-0.149	0.537	2	bin	
TUMOUR_B	chr1	3600000	3620000	-0.013	0.457	2	bin	
TUMOUR_B	chr1	3620000	3640000	-0.073	0.436	2	bin	
TUMOUR_B	chr1	3640000	3660000	-0.034	0.561	2	bin	
TUMOUR_B	chr1	3660000	3680000	0.045	0.432	2	bin	
TUMOUR_B	chr1	3680000	3700000	-0.181	0.515	2	bin	
TUMOUR_B	chr1	3700000	3720000	0.079	0.489	2	bin	
TUMOUR_B	chr1	3720000	3740000	-0.079	0.447	2	bin	
TUMOUR_B	chr1	3740000	3760000	0.018	0.508	2	bin	
TUMOUR_B	chr1	3760000	3780000	0.198	0.451	2	bin	
TUMOUR_B	chr1	3780000	3800000	-0.094	0.556	2	bin	
TUMOUR_B	chr1	3800000	3820000	-0.084	0.556	2	bin	
TUMOUR_B	chr1	3820000	3840000	0.104	0.476	2	bin	
TUMOUR_B	chr1	3840000	3860000	0.088	0.474	2	bin	
TUMOUR_B	chr1	3860000	3880000	-0.171	0.505	2	bin	
TUMOUR_B	chr1	3880000	3900000	-0.099	0.45	2	bin	
TUMOUR_B	chr1	3900000	3920000	-0.038	0.478	2	bin	
TUMOUR_B	chr1	3920000	3940000	-0.057	0.424	2	bin	
TUMOUR_B	chr1	3940000	3960000	0.132	0.508	2	bin	
TUMOUR_B	chr1	3960000	3980000	0.148	0.525	2	bin	
TUMOUR_B	chr1	3980000	4000000	0.223	0.46	2	bin	
TUMOUR_B	chr1	4000000	4020000	-0.044	0.478	2	bin	
TUMOUR_B	chr1	4020000	4040000	-0.02	0.481	2	bin	
TUMOUR_B	chr1	4040000	4060000	-0.053	0.575	2	bin	
TUMOUR_B	chr1	4060000	4080000	0.03	0.458	2	bin	
TUMOUR_B	chr1	4080000	4100000	0.119	0.544	2	bin	
TUMOUR_B	chr1	4100000	4120000	-0.074	0.46	2	bin	
TUMOUR_B	chr1	4120000	4140000	-0.017	0.514	2	bin	
TUMOUR_B	chr1	4140000	4160000	0.061	0.524	2	bin	
TUMOUR_B	chr1	4160000	4180000	0.139	0.443	2	bin	
TUMOUR_B	chr1	4180000	4200000	0.197	0.518	2	bin	
TUMOUR_B	chr1	4200000	4220000	-0.032	0.516	2	bin	
TUMOUR_B	chr1	4220000	4240000	0.032	0.541	2	bin	
TUMOUR_B	chr1	4240000	4260000	-0.097	0.537	2	bin	
TUMOUR_B	chr1	4260000	4280000	0.037	0.541	2	bin	
TUMOUR_B	chr1	4280000	4300000	0.213	0.542	2	bin	
TUMOUR_B	chr1	4300000	4320000	0.094	0.469	2	bin	
TUMOUR_B	chr1	4320000	4340000	-0.109	0.509	2	bin	
TUMOUR_B	chr1	4340000	4360000	0.149	0.535	2	bin	
TUMOUR_B	chr1	4360000	4380000	-0.169	0.485	2	bin	
TUMOUR_B	chr1	4380000	4400000	-0.091	0.482	2	bin	
TUMOUR_B	chr1	4400000	4420000	-0.131	0.472	2	bin	
TUMOUR_B	chr1	4420000	4440000	0.023	0.457	2	bin	
TUMOUR_B	chr1	4440000	4460000	0.067	0.474	2	bin	
TUMOUR_B	chr1	4460000	4480000	-0.225	0.478	2	bin	
TUMOUR_B	chr1	4480000	4500000	0.081	0.479	2	bin	
TUMOUR_B	chr1	4500000	4520000	-0.083	0.504	2	bin	
TUMOUR_B	chr1	4520000	4540000	0.036	0.511	2	bin	
TUMOUR_B	chr1	4540000	4560000	-0.106	0.503	2	bin	
TUMOUR_B	chr1	4560000	4580000	0.092	0.485	2	bin	
TUMOUR_B	chr1	4580000	4600000	0.052	0.446	2	bin	
TUMOUR_B	chr1	4600000	4620000	-0.02	0.519	2	bin	
TUMOUR_B	chr1	4620000	4640000	0.056	0.59	2	bin	
TUMOUR_B	chr1	4640000	4660000	-0.08	0.535	2	bin	
TUMOUR_B	chr1	4660000	4680000	-0.097	0.48	2	bin	
TUMOUR_B	chr1	4680000	4700000	0.001	0.505	2	bin	
TUMOUR_B	chr1	4700000	4720000	-0.057	0.556	2	bin	
TUMOUR_B	chr1	4720000	4740000	0.037	0.534	2	bin	
TUMOUR_B	chr1	4740000	4760000	0.094	0.539	2	bin	
TUMOUR_B	chr1	4760000	4780000	0.085	0.488	2	bin	
TUMOUR_B	chr1	4780000	4800000	-0.106	0.557	2	bin	
TUMOUR_B	chr1	4800000	4820000	0.025	0.521	2	bin	
TUMOUR_B	chr1	4820000	4840000	0.075	0.498	2	bin	
TUMOUR_B	chr1	4840000	4860000	-0.089	0.454	2	bin	
TUMOUR_B	chr1	4860000	4880000	0.138	0.532	2	bin	
TUMOUR_B	chr1	4880000	4900000	0.199	0.503	2	bin	
TUMOUR_B	chr1	4900000	4920000	0.21	0.495	2	bin	
TUMOUR_B	chr1	4920000	4940000	0.057	0.534	2	bin	
TUMOUR_B	chr1	4940000	4960000	-0.049	0.483	2	bin	
TUMOUR_B	chr1	4960000	4980000	-0.14	0.468	2	bin	
TUMOUR_B	chr1	4980000	5000000	-0.027	0.506	2	bin	
TUMOUR_B	chr1	5000000	5020000	-0.004	0.498	2	bin	
TUMOUR_B	chr1	5020000	5040000	0.003	0.519	2	bin	
TUMOUR_B	chr1	5040000	5060000	-0.087	0.509	2	bin	
TUMOUR_B	chr1	5060000	5080000	0.088	0.533	2	bin	
TUMOUR_B	chr1	5080000	5100000	0.135	0.489	2	bin	
TUMOUR_B	chr1	5100000	5120000	-0.037	0.502	2	bin	
TUMOUR_B	chr1	5120000	5140000	0.252	0.534	2	bin	
TUMOUR_B	chr1	5140000	5160000	0.047	0.576	2	bin	
TUMOUR_B	chr1	5160000	5180000	-0.08	0.511	2	bin	
TUMOUR_B	chr1	5180000	5200000	-0.085	0.478	2	bin	
TUMOUR_B	chr1	5200000	5220000	0.072	0.479	2	bin	
TUMOUR_B	chr1	5220000	5240000	0.104	0.46	2	bin	
TUMOUR_B	chr1	5240000	5260000	0.071	0.477	2	bin	
TUMOUR_B	chr1	5260000	5280000	0.055	0.516	2	bin	
TUMOUR_B	chr1	5280000	5300000	0.216	0.513	2	bin	
TUMOUR_B	chr1	5300000	5320000	0.009	0.49	2	bin	
TUMOUR_B	chr1	5320000	5340000	0.04	0.437	2	bin	
TUMOUR_B	chr1	5340000	5360000	-0.163	0.493	2	bin	
TUMOUR_B	chr1	5360000	5380000	-0.175	0.511	2	bin	
TUMOUR_B	chr1	5380000	5400000	-0.135	0.549	2	bin	
TUMOUR_B	chr1	5400000	5420000	0.146	0.475	2	bin	
TUMOUR_B	chr1	5420000	5440000	0.077	0.561	2	bin	
TUMOUR_B	chr1	5440000	5460000	-0.053	0.504	2	bin	
TUMOUR_B	chr1	5460000	5480000	-0.012	0.551	2	bin	
TUMOUR_B	chr1	5480000	5500000	0.071	0.519	2	bin	
TUMOUR_B	chr1	5500000	5520000	0.292	0.466	2	bin	
TUMOUR_B	chr1	5520000	5540000	-0.005	0.483	2	bin	
TUMOUR_B	chr1	5540000	5560000	0.111	0.472	2	bin	
TUMOUR_B	chr1	5560000	5580000	0.042	0.533	2	bin	
TUMOUR_B	chr1	5580000	5600000	-0.08	0.484	2	bin	
TUMOUR_B	chr1	5600000	5620000	-0.031	0.472	2	bin	
TUMOUR_B	chr1	5620000	5640000	-0.189	0.508	2	bin	
TUMOUR_B	chr1	5640000	5660000	0.014	0.564	2	bin	
TUMOUR_B	chr1	5660000	5680000	-0.199	0.441	2	bin	
TUMOUR_B	chr1	5680000	5700000	0.012	0.472	2	bin	
TUMOUR_B	chr1	5700000	5720000	0.093	0.515	2	bin	
TUMOUR_B	chr1	5720000	5740000	0.009	0.514	2	bin	
TUMOUR_B	chr1	5740000	5760000	-0.297	0.491	2	bin	
TUMOUR_B	chr1	5760000	5780000	-0.201	0.513	2	bin	
TUMOUR_B	chr1	5780000	5800000	-0.0	0.525	2	bin	
TUMOUR_B	chr1	5800000	5820000	-0.26	0.467	2	bin	
TUMOUR_B	chr1	5820000	5840000	0.051	0.494	2	bin	
TUMOUR_B	chr1	5840000	5860000	-0.042	0.535	2	bin	
TUMOUR_B	chr1	5860000	5880000	-0.211	0.491	2	bin	
TUMOUR_B	chr1	5880000	5900000	-0.015	0.579	2	bin	
TUMOUR_B	chr1	5900000	5920000	0.103	0.495	2	bin	
TUMOUR_B	chr1	5920000	5940000	-0.105	0.448	2	bin	
TUMOUR_B	chr1	5940000	5960000	0.141	0.487	2	bin	
TUMOUR_B	chr1	5960000	5980000	-0.023	0.516	2	bin	
TUMOUR_B	chr1	5980000	6000000	-0.103	0.505	2	bin	
TUMOUR_B	chr1	6000000	6020000	0.208	0.495	2	bin	
TUMOUR_B	chr1	6020000	6040000	0.181	0.548	2	bin	
TUMOUR_B	chr1	6040000	6060000	-0.011	0.486	2	bin	
TUMOUR_B	chr1	6060000	6080000	-0.145	0.521	2	bin	
TUMOUR_B	chr1	6080000	6100000	-0.109	0.464	2	bin	
TUMOUR_B	chr1	6100000	6120000	0.019	0.471	2	bin	
TUMOUR_B	chr1	6120000	6140000	-0.222	0.485	2	bin	
TUMOUR_B	chr1	6140000	6160000	-0.024	0.499	2	bin	
TUMOUR_B	chr1	6160000	6180000	-0.117	0.494	2	bin	
TUMOUR_B	chr1	6180000	6200000	0.029	0.502	2	bin	
TUMOUR_B	chr1	6200000	6220000	0.078	0.438	2	bin	
TUMOUR_B	chr1	6220000	6240000	0.042	0.46	2	bin	
TUMOUR_B	chr1	6240000	6260000	-0.073	0.528	2	bin	
TUMOUR_B	chr1	6260000	6280000	-0.093	0.487	2	bin	
TUMOUR_B	chr1	6280000	6300000	0.012	0.532	2	bin	
TUMOUR_B	chr1	6300000	6320000	0.035	0.483	2	bin	
TUMOUR_B	chr1	6320000	6340000	-0.05	0.46	2	bin	
TUMOUR_B	chr1	6340000	6360000	0.013	0.439	2	bin	
TUMOUR_B	chr1	6360000	6380000	0.141	0.473	2	bin	
TUMOUR_B	chr1	6380000	6400000	0.162	0.475	2	bin	
TUMOUR_B	chr1	6400000	6420000	-0.162	0.474	2	bin	
TUMOUR_B	chr1	6420000	6440000	-0.091	0.464	2	bin	
TUMOUR_B	chr1	6440000	6460000	-0.05	0.455	2	bin	
TUMOUR_B	chr1	6460000	6480000	0.193	0.514	2	bin	
TUMOUR_B	chr1	6480000	6500000	0.149	0.528	2	bin	
TUMOUR_B	chr1	6500000	6520000	0.057	0.478	2	bin	
TUMOUR_B	chr1	6520000	6540000	-0.231	0.598	2	bin	
TUMOUR_B	chr1	6540000	6560000	0.146	0.494	2	bin	
TUMOUR_B	chr1	6560000	6580000	-0.096	0.579	2	bin	
TUMOUR_B	chr1	6580000	6600000	-0.071	0.489	2	bin	
TUMOUR_B	chr1	6600000	6620000	0.019	0.413	2	bin	
TUMOUR_B	chr1	6620000	6640000	0.185	0.452	2	bin	
TUMOUR_B	chr1	6640000	6660000	-0.024	0.501	2	bin	
TUMOUR_B	chr1	6660000	6680000	-0.114	0.509	2	bin	
TUMOUR_B	chr1	6680000	6700000	-0.067	0.555	2	bin	
TUMOUR_B	chr1	6700000	6720000	0.006	0.48	2	bin	
TUMOUR_B	chr1	6720000	6740000	-0.038	0.544	2	bin	
TUMOUR_B	chr1	6740000	6760000	0.058	0.527	2	bin	
TUMOUR_B	chr1	6760000	6780000	-0.155	0.537	2	bin	
TUMOUR_B	chr1	6780000	6800000	0.135	0.472	2	bin	
TUMOUR_B	chr1	6800000	6820000	0.061	0.477	2	bin	
TUMOUR_B	chr1	6820000	6840000	-0.134	0.525	2	bin	
TUMOUR_B	chr1	6840000	6860000	0.04	0.496	2	bin	
TUMOUR_B	chr1	6860000	6880000	0.144	0.475	2	bin	
TUMOUR_B	chr1	6880000	6900000	-0.094	0.442	2	bin	
TUMOUR_B	chr1	6900000	6920000	-0.019	0.503	2	bin	
TUMOUR_B	chr1	6920000	6940000	0.085	0.426	2	bin	
TUMOUR_B	chr1	6940000	6960000	-0.005	0.488	2	bin	
TUMOUR_B	chr1	6960000	6980000	-0.013	0.492	2	bin	
TUMOUR_B	chr1	6980000	7000000	0.17	0.497	2	bin	
TUMOUR_B	chr1	7000000	7020000	-0.085	0.436	2	bin	
TUMOUR_B	chr1	7020000	7040000	-0.124	0.506	2	bin	
TUMOUR_B	chr1	7040000	7060000	0.157	0.555	2	bin	
TUMOUR_B	chr1	7060000	7080000	-0.088	0.525	2	bin	
TUMOUR_B	chr1	7080000	7100000	-0.009	0.474	2	bin	
TUMOUR_B	chr1	7100000	7120000	-0.023	0.488	2	bin	
TUMOUR_B	chr1	7120000	7140000	0.025	0.49	2	bin	
TUMOUR_B	chr1	7140000	7160000	-0.141	0.53	2	bin	
TUMOUR_B	chr1	7160000	7180000	0.244	0.466	2	bin	
TUMOUR_B	chr1	7180000	7200000	0.003	0.493	2	bin	
TUMOUR_B	chr1	7200000	7220000	0.015	0.507	2	bin	
TUMOUR_B	chr1	7220000	7240000	0.185	0.533	2	bin	
TUMOUR_B	chr1	7240000	7260000	0.006	0.53	2	bin	
TUMOUR_B	chr1	7260000	7280000	0.093	0.49	2	bin	
TUMOUR_B	chr1	7280000	7300000	-0.108	0.477	2	bin	
TUMOUR_B	chr1	7300000	7320000	-0.086	0.478	2	bin	
TUMOUR_B	chr1	7320000	7340000	0.065	0.495	2	bin	
TUMOUR_B	chr1	7340000	7360000	0.118	0.466	2	bin	
TUMOUR_B	chr1	7360000	7380000	0.106	0.446	2	bin	
TUMOUR_B	chr1	7380000	7400000	-0.234	0.52	2	bin	
TUMOUR_B	chr1	7400000	7420000	-0.167	0.558	2	bin	
TUMOUR_B	chr1	7420000	7440000	0.105	0.462	2	bin	
TUMOUR_B	chr1	7440000	7460000	-0.092	0.513	2	bin	
TUMOUR_B	chr1	7460000	7480000	-0.121	0.534	2	bin	
TUMOUR_B	chr1	7480000	7500000	0.202	0.442	2	bin	
TUMOUR_B	chr1	7500000	7520000	-0.005	0.525	2	bin	
TUMOUR_B	chr1	7520000	7540000	0.054	0.507	2	bin	
TUMOUR_B	chr1	7540000	7560000	0.08	0.555	2	bin	
TUMOUR_B	chr1	7560000	7580000	0.065	0.534	2	bin	
TUMOUR_B	chr1	7580000	7600000	-0.11	0.529	2	bin	
TUMOUR_B	chr1	7600000	7620000	-0.028	0.496	2	bin	
TUMOUR_B	chr1	7620000	7640000	-0.048	0.442	2	bin	
TUMOUR_B	chr1	7640000	7660000	-0.022	0.453	2	bin	
TUMOUR_B	chr1	7660000	7680000	-0.273	0.542	2	bin	
TUMOUR_B	chr1	7680000	7700000	-0.158	0.472	2	bin	
TUMOUR_B	chr1	7700000	7720000	-0.051	0.422	2	bin	
TUMOUR_B	chr1	7720000	7740000	0.109	0.493	2	bin	
TUMOUR_B	chr1	7740000	7760000	0.005	0.541	2	bin	
TUMOUR_B	chr1	7760000	7780000	0.037	0.522	2	bin	
TUMOUR_B	chr1	7780000	7800000	0.003	0.492	2	bin	
TUMOUR_B	chr1	7800000	7820000	-0.312	0.513	2	bin	
TUMOUR_B	chr1	7820000	7840000	-0.063	0.474	2	bin	
TUMOUR_B	chr1	7840000	7860000	-0.183	0.46	2	bin	
TUMOUR_B	chr1	7860000	7880000	-0.096	0.5	2	bin	
TUMOUR_B	chr1	7880000	7900000	-0.168	0.511	2	bin	
TUMOUR_B	chr1	7900000	7920000	-0.045	0.489	2	bin	
TUMOUR_B	chr1	7920000	7940000	0.01	0.446	2	bin	
TUMOUR_B	chr1	7940000	7960000	-0.047	0.481	2	bin	
TUMOUR_B	chr1	7960000	7980000	0.07	0.535	2	bin	
TUMOUR_B	chr1	7980000	8000000	0.147	0.491	2	bin	
TUMOUR_B	chr1	8000000	8020000	-0.176	0.457	2	bin	
TUMOUR_B	chr1	8020000	8040000	-0.055	0.471	2	bin	
TUMOUR_B	chr1	8040000	8060000	-0.036	0.405	2	bin	
TUMOUR_B	chr1	8060000	8080000	-0.211	0.53	2	bin	
TUMOUR_B	chr1	8080000	8100000	0.104	0.488	2	bin	
TUMOUR_B	chr1	8100000	8120000	0.132	0.527	2	bin	
TUMOUR_B	chr1	8120000	8140000	0.012	0.515	2	bin	
TUMOUR_B	chr1	8140000	8160000	-0.025	0.486	2	bin	
TUMOUR_B	chr1	8160000	8180000	0.238	0.475	2	bin	
TUMOUR_B	chr1	8180000	8200000	0.16	0.517	2	bin	
TUMOUR_B	chr1	8200000	8220000	-0.099	0.537	2	bin	
TUMOUR_B	chr1	8220000	8240000	-0.29	0.456	2	bin	
TUMOUR_B	chr1	8240000	8260000	-0.103	0.499	2	bin	
TUMOUR_B	chr1	8260000	8280000	0.047	0.416	2	bin	
TUMOUR_B	chr1	8280000	8300000	-0.153	0.521	2	bin	
TUMOUR_B	chr1	8300000	8320000	0.015	0.48	2	bin	
TUMOUR_B	chr1	8320000	8340000	0.015	0.474	2	bin	
TUMOUR_B	chr1	8340000	8360000	0.122	0.578	2	bin	
TUMOUR_B	chr1	8360000	8380000	-0.207	0.535	2	bin	
TUMOUR_B	chr1	8380000	8400000	-0.024	0.511	2	bin	
TUMOUR_B	chr1	8400000	8420000	-0.058	0.503	2	bin	
TUMOUR_B	chr1	8420000	8440000	-0.02	0.546	2	bin	
TUMOUR_B	chr1	8440000	8460000	0.038	0.494	2	bin	
TUMOUR_B	chr1	8460000	8480000	0.277	0.476	2	bin	
TUMOUR_B	chr1	8480000	8500000	-0.022	0.488	2	bin	
TUMOUR_B	chr1	8500000	8520000	-0.201	0.527	2	bin	
TUMOUR_B	chr1	8520000	8540000	-0.046	0.475	2	bin	
TUMOUR_B	chr1	8540000	8560000	0.064	0.518	2	bin	
TUMOUR_B	chr1	8560000	8580000	-0.096	0.54	2	bin	
TUMOUR_B	chr1	8580000	8600000	0.188	0.496	2	bin	
TUMOUR_B	chr1	8600000	8620000	0.274	0.563	2	bin	
TUMOUR_B	chr1	8620000	8640000	-0.11	0.51	2	bin	
TUMOUR_B	chr1	8640000	8660000	-0.004	0.513	2	bin	
TUMOUR_B	chr1	8660000	8680000	0.252	0.497	2	bin	
TUMOUR_B	chr1	8680000	8700000	0.088	0.457	2	bin	
TUMOUR_B	chr1	8700000	8720000	0.087	0.534	2	bin	
TUMOUR_B	chr1	8720000	8740000	-0.118	0.526	2	bin	
TUMOUR_B	chr1	8740000	8760000	0.112	0.483	2	bin	
TUMOUR_B	chr1	8760000	8780000	0.075	0.509	2	bin	
TUMOUR_B	chr1	8780000	8800000	-0.126	0.519	2	bin	
TUMOUR_B	chr1	8800000	8820000	-0.051	0.508	2	bin	
TUMOUR_B	chr1	8820000	8840000	0.005	0.439	2	bin	
TUMOUR_B	chr1	8840000	8860000	0.065	0.562	2	bin	
TUMOUR_B	chr1	8860000	8880000	-0.113	0.52	2	bin	
TUMOUR_B	chr1	8880000	8900000	-0.065	0.507	2	bin	
TUMOUR_B	chr1	8900000	8920000	-0.002	0.452	2	bin	
TUMOUR_B	chr1	8920000	8940000	0.042	0.496	2	bin	
TUMOUR_B	chr1	8940000	8960000	-0.173	0.483	2	bin	
TUMOUR_B	chr1	8960000	8980000	0.025	0.499	2	bin	
TUMOUR_B	chr1	8980000	9000000	0.14	0.528	2	bin	
TUMOUR_B	chr1	9000000	9020000	0.049	0.494	2	bin	
TUMOUR_B	chr1	9020000	9040000	0.181	0.471	2	bin	
TUMOUR_B	chr1	9040000	9060000	-0.095	0.534	2	bin	
TUMOUR_B	chr1	9060000	9080000	-0.016	0.467	2	bin	
TUMOUR_B	chr1	9080000	9100000	0.005	0.52	2	bin	
TUMOUR_B	chr1	9100000	9120000	-0.147	0.478	2	bin	
TUMOUR_B	chr1	9120000	9140000	-0.1	0.508	2	bin	
TUMOUR_B	chr1	9140000	9160000	-0.201	0.528	2	bin	
TUMOUR_B	chr1	9160000	9180000	0.019	0.51	2	bin	
TUMOUR_B	chr1	9180000	9200000	0.056	0.549	2	bin	
TUMOUR_B	chr1	9200000	9220000	-0.221	0.5	2	bin	
TUMOUR_B	chr1	9220000	9240000	0.134	0.53	2	bin	
TUMOUR_B	chr1	9240000	9260000	0.155	0.512	2	bin	
TUMOUR_B	chr1	9260000	9280000	0.108	0.507	2	bin	
TUMOUR_B	chr1	9280000	9300000	0.153	0.481	2	bin	
TUMOUR_B	chr1	9300000	9320000	-0.173	0.457	2	bin	
TUMOUR_B	chr1	9320000	9340000	-0.085	0.565	2	bin	
TUMOUR_B	chr1	9340000	9360000	0.046	0.51	2	bin	
TUMOUR_B	chr1	9360000	9380000	0.049	0.552	2	bin	
TUMOUR_B	chr1	9380000	9400000	0.159	0.478	2	bin	
TUMOUR_B	chr1	9400000	9420000	-0.049	0.467	2	bin	
TUMOUR_B	chr1	9420000	9440000	-0.022	0.52	2	bin	
TUMOUR_B	chr1	9440000	9460000	0.053	0.479	2	bin	
TUMOUR_B	chr1	9460000	9480000	-0.112	0.541	2	bin	
TUMOUR_B	chr1	9480000	9500000	-0.077	0.514	2	bin	
TUMOUR_B	chr1	9500000	9520000	-0.059	0.519	2	bin	
TUMOUR_B	chr1	9520000	9540000	0.034	0.493	2	bin	
TUMOUR_B	chr1	9540000	9560000	0.262	0.472	2	bin	
TUMOUR_B	chr1	9560000	9580000	-0.12	0.484	2	bin	
TUMOUR_B	chr1	9580000	9600000	0.088	0.458	2	bin	
TUMOUR_B	chr1	9600000	9620000	0.029	0.55	2	bin	
TUMOUR_B	chr1	9620000	9640000	0.009	0.474	2	bin	
TUMOUR_B	chr1	9640000	9660000	-0.141	0.502	2	bin	
TUMOUR_B	chr1	9660000	9680000	0.069	0.503	2	bin	
TUMOUR_B	chr1	9680000	9700000	0.056	0.49	2	bin	
TUMOUR_B	chr1	9700000	9720000	0.239	0.519	2	bin	
TUMOUR_B	chr1	9720000	9740000	0.064	0.471	2	bin	
TUMOUR_B	chr1	9740000	9760000	-0.023	0.512	2	bin	
TUMOUR_B	chr1	9760000	9780000	-0.177	0.501	2	bin	
TUMOUR_B	chr1	9780000	9800000	0.112	0.472	2	bin	
TUMOUR_B	chr1	9800000	9820000	-0.096	0.5	2	bin	
TUMOUR_B	chr1	9820000	9840000	0.077	0.519	2	bin	
TUMOUR_B	chr1	9840000	9860000	-0.179	0.528	2	bin	
TUMOUR_B	chr1	9860000	9880000	-0.131	0.566	2	bin	
TUMOUR_B	chr1	9880000	9900000	0.002	0.477	2	bin	
TUMOUR_B	chr1	9900000	9920000	0.098	0.452	2	bin	
TUMOUR_B	chr1	9920000	9940000	-0.095	0.465	2	bin	
TUMOUR_B	chr1	9940000	9960000	-0.086	0.507	2	bin	
TUMOUR_B	chr1	9960000	9980000	-0.207	0.467	2	bin	
TUMOUR_B	chr1	9980000	10000000	-0.027	0.488	2	bin	
TUMOUR_B	chr1	10000000	10020000	-0.091	0.49	2	bin	
TUMOUR_B	chr1	10020000	10040000	0.042	0.494	2	bin	
TUMOUR_B	chr1	10040000	10060000	0.008	0.468	2	bin	
TUMOUR_B	chr1	10060000	10080000	0.041	0.469	2	bin	
TUMOUR_B	chr1	10080000	10100000	-0.081	0.455	2	bin	
TUMOUR_B	chr1	10100000	10120000	-0.085	0.46	2	bin	
TUMOUR_B	chr1	10120000	10140000	0.046	0.468	2	bin	
TUMOUR_B	chr1	10140000	10160000	-0.138	0.546	2	bin	
TUMOUR_B	chr1	10160000	10180000	0.03	0.464	2	bin	
TUMOUR_B	chr1	10180000	10200000	-0.09	0.549	2	bin	
TUMOUR_B	chr1	10200000	10220000	-0.036	0.502	2	bin	
TUMOUR_B	chr1	10220000	10240000	-0.067	0.485	2	bin	
TUMOUR_B	chr1	10240000	10260000	0.037	0.474	2	bin	
TUMOUR_B	chr1	10260000	10280000	0.106	0.484	2	bin	
TUMOUR_B	chr1	10280000	10300000	-0.173	0.5	2	bin	
TUMOUR_B	chr1	10300000	10320000	0.147	0.518	2	bin	
TUMOUR_B	chr1	10320000	10340000	0.139	0.437	2	bin	
TUMOUR_B	chr1	10340000	10360000	-0.102	0.499	2	bin	
TUMOUR_B	chr1	10360000	10380000	0.071	0.49	2	bin	
TUMOUR_B	chr1	10380000	10400000	0.093	0.463	2	bin	
TUMOUR_B	chr1	10400000	10420000	-0.018	0.543	2	bin	
TUMOUR_B	chr1	10420000	10440000	-0.12	0.523	2	bin	
TUMOUR_B	chr1	10440000	10460000	0.085	0.509	2	bin	
TUMOUR_B	chr1	10460000	10480000	0.181	0.525	2	bin	
TUMOUR_B	chr1	10480000	10500000	-0.086	0.464	2	bin	
TUMOUR_B	chr1	10500000	10520000	0.153	0.509	2	bin	
TUMOUR_B	chr1	10520000	10540000	0.094	0.511	2	bin	
TUMOUR_B	chr1	10540000	10560000	0.021	0.46	2	bin	
TUMOUR_B	chr1	10560000	10580000	0.068	0.525	2	bin	
TUMOUR_B	chr1	10580000	10600000	0.053	0.531	2	bin	
TUMOUR_B	chr1	10600000	10620000	0.127	0.514	2	bin	
TUMOUR_B	chr1	10620000	10640000	-0.051	0.489	2	bin	
TUMOUR_B	chr1	10640000	10660000	-0.167	0.544	2	bin	
TUMOUR_B	chr1	10660000	10680000	-0.04	0.552	2	bin	
TUMOUR_B	chr1	10680000	10700000	-0.028	0.493	2	bin	
TUMOUR_B	chr1	10700000	10720000	-0.005	0.519	2	bin	
TUMOUR_B	chr1	10720000	10740000	-0.038	0.495	2	bin	
TUMOUR_B	chr1	10740000	10760000	-0.139	0.509	2	bin	
TUMOUR_B	chr1	10760000	10780000	-0.031	0.48	2	bin	
TUMOUR_B	chr1	10780000	10800000	-0.044	0.501	2	bin	
TUMOUR_B	chr1	10800000	10820000	0.008	0.52	2	bin	
TUMOUR_B	chr1	10820000	10840000	0.078	0.507	2	bin	
TUMOUR_B	chr1	10840000	10860000	-0.023	0.528	2	bin	
TUMOUR_B	chr1	10860000	10880000	0.062	0.476	2	bin	
